"municipio";"low_cost";"rotulo";"mean(precio_gasoleo_a, na.rm = TRUE)";"mean(precio_gasolina_95_e5_premium, na.rm = TRUE)";"max(precio_gasoleo_a, na.rm = TRUE)";"max(precio_gasolina_95_e5_premium, na.rm = TRUE)";"min(precio_gasoleo_a, na.rm = TRUE)";"min(precio_gasolina_95_e5_premium, na.rm = TRUE)"
"Valdoviño";FALSE;"SHELL";1.409;NA;1.409;-Inf;1.409;Inf
"Valdoviño";TRUE;"E.S. VILABOA";1.329;NA;1.329;-Inf;1.329;Inf
"Valencia de Alcántara";FALSE;"GALP";1.43233333333333;NA;1.439;-Inf;1.429;Inf
"Valencia de Alcántara";FALSE;"CAMPSA";1.43233333333333;NA;1.439;-Inf;1.429;Inf
"Valencia de Alcántara";FALSE;"REPSOL";1.43233333333333;NA;1.439;-Inf;1.429;Inf
"Valencia de Don Juan";TRUE;"EL TESORO";1.369;NA;1.389;-Inf;1.349;Inf
"Valencia de Don Juan";TRUE;"SAENZ DE MIERA SL";1.369;NA;1.389;-Inf;1.349;Inf
"Valencia de las Torres";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Valencia del Mombuey";FALSE;"GALP";1.419;NA;1.419;-Inf;1.419;Inf
"Valencia del Ventoso";TRUE;"VALENCIOIL";1.245;NA;1.259;-Inf;1.231;Inf
"Valencia del Ventoso";TRUE;"COOP. DELCAMPO SAN ISIDRO DE VALENCIA DEL VENTOSO";1.245;NA;1.259;-Inf;1.231;Inf
"Valencina de la Concepción";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Valencina de la Concepción";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Valencina de la Concepción";TRUE;"E.S. MARIA AUXILIADORA";1.319;NA;1.319;-Inf;1.319;Inf
"Valeras (Las)";TRUE;"MEROIL";1.459;NA;1.459;-Inf;1.459;Inf
"Valga";TRUE;"PLENOIL";1.267;NA;1.267;-Inf;1.267;Inf
"Valjunquera";TRUE;"COOP. SAN MIGUEL";1.24;NA;1.24;-Inf;1.24;Inf
"Vall d'Alba";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Vall d'Alba";TRUE;"COOP. AGRARIA SAN ISIDRO DE VALL D'ALBA, COOP.V.";1.32;NA;1.32;-Inf;1.32;Inf
"Vall d'en Bas (La)";TRUE;"Q8";1.339;NA;1.359;-Inf;1.319;Inf
"Vall d'en Bas (La)";TRUE;"PETREM VALL D'EN BAS";1.339;NA;1.359;-Inf;1.319;Inf
"Vall d'Uixó (la)";FALSE;"BP";1.429;NA;1.429;-Inf;1.429;Inf
"Vall d'Uixó (la)";TRUE;"GECKOIL";1.34633333333333;NA;1.408;-Inf;1.239;Inf
"Vall d'Uixó (la)";TRUE;"GASEXPRESS";1.34633333333333;NA;1.408;-Inf;1.239;Inf
"Vall d'Uixó (la)";TRUE;"COOP. ISIDRO LA VALL";1.34633333333333;NA;1.408;-Inf;1.239;Inf
"Vall d'Uixó (la)";TRUE;"BP VALL D'UXO";1.34633333333333;NA;1.408;-Inf;1.239;Inf
"Vall d'Uixó (la)";TRUE;"RANDERO";1.34633333333333;NA;1.408;-Inf;1.239;Inf
"Vall d'Uixó (la)";TRUE;"BP EL PONT";1.34633333333333;NA;1.408;-Inf;1.239;Inf
"Vall de Bianya (La)";TRUE;"PETREM VALL DE BIANYA";1.289;NA;1.289;-Inf;1.289;Inf
"Vall de Boí (La)";TRUE;"PETRONOR";1.409;NA;1.409;-Inf;1.409;Inf
"Vallada";TRUE;"PETRONOR";1.374;1.539;1.399;1.539;1.349;1.539
"Vallada";TRUE;"MLC";1.374;1.539;1.399;1.539;1.349;1.539
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"GALP";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"GALP";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"CEPSA";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"CEPSA";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"CEPSA";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"CEPSA";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"GALP";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"SHELL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"SHELL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"REPSOL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"SHELL";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"GALP";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";FALSE;"CEPSA";1.38861290322581;1.57725;1.415;1.579;1.349;1.573
"Valladolid";TRUE;"GASEXPRESS";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"ESPECIAL OIL";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"DST";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"LA ESTRELLA DE QATAR";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"DEL OLMO HERMANOS";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"LOW COST SAN CRISTOBAL";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"TENCAR";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"PETROPRIX";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"LA ESTRELLA DE QATAR";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"DST";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"PLENOIL";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"GASEXPRESS";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"REPSOL BUTANO";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"BALLENOIL";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"CENTROLID";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"GASEXPRESS";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"ESPANOIL";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"DST MERCAOLID";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"PETROPRIX";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"CARREFOUR";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"CARREFOUR";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"LA ESTRELLA DE QATAR";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valladolid";TRUE;"BALLENOIL";1.30219047619048;NA;1.389;-Inf;1.217;Inf
"Valldemossa";FALSE;"SHELL";1.434;NA;1.439;-Inf;1.429;Inf
"Valldemossa";FALSE;"REPSOL";1.434;NA;1.439;-Inf;1.429;Inf
"Valle de Abdalajís";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Valle de Hecho";FALSE;"CEPSA";1.384;NA;1.384;-Inf;1.384;Inf
"Valle de la Serena";TRUE;"06/32718";1.409;NA;1.409;-Inf;1.409;Inf
"Valle de Losa";FALSE;"GALP";1.414;NA;1.414;-Inf;1.414;Inf
"Valle de Mena";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Valle de Mena";TRUE;"PETRONOR";1.364;NA;1.429;-Inf;1.299;Inf
"Valle de Mena";TRUE;"BEROIL";1.364;NA;1.429;-Inf;1.299;Inf
"Valle de Sedano";TRUE;"E.S. EBRO";1.389;NA;1.389;-Inf;1.389;Inf
"Valle de Tobalina";TRUE;"TOBALINOIL";1.407;NA;1.407;-Inf;1.407;Inf
"Valle de Trápaga-Trapagaran";FALSE;"CEPSA";1.429;NA;1.429;-Inf;1.429;Inf
"Valle de Trápaga-Trapagaran";TRUE;"PETRONOR";1.459;NA;1.459;-Inf;1.459;Inf
"Valle de Valdebezana";TRUE;"AVIA";1.329;NA;1.329;-Inf;1.329;Inf
"Valle de Valdelucio";FALSE;"CEPSA";1.389;NA;1.389;-Inf;1.389;Inf
"Valle Gran Rey";TRUE;"DISA VALLE GRAN REY";1.33;NA;1.33;-Inf;1.33;Inf
"Vallehermoso";TRUE;"DISA VALLEHERMOSO";1.3145;NA;1.33;-Inf;1.299;Inf
"Vallehermoso";TRUE;"ESTACION  SERVICIO CHIPUDE";1.3145;NA;1.33;-Inf;1.299;Inf
"Vallelado";TRUE;"LOW COST VALLELADO";1.329;NA;1.329;-Inf;1.329;Inf
"Valleseco";TRUE;"BP VALLESECO";1.109;NA;1.109;-Inf;1.109;Inf
"Vallfogona de Balaguer";TRUE;"VALLFOGONINA";1.29433333333333;NA;1.309;-Inf;1.285;Inf
"Vallfogona de Balaguer";TRUE;"CAMPSA EXPRESS";1.29433333333333;NA;1.309;-Inf;1.285;Inf
"Vallfogona de Balaguer";TRUE;"GADCAR";1.29433333333333;NA;1.309;-Inf;1.285;Inf
"Vallgorguina";FALSE;"CEPSA";1.419;NA;1.419;-Inf;1.419;Inf
"Vallirana";FALSE;"REPSOL";1.434;NA;1.459;-Inf;1.409;Inf
"Vallirana";FALSE;"GALP";1.434;NA;1.459;-Inf;1.409;Inf
"Vallirana";TRUE;"NIEVES";1.334;NA;1.339;-Inf;1.329;Inf
"Vallirana";TRUE;"VALLIWASH-PETROMIRALLES";1.334;NA;1.339;-Inf;1.329;Inf
"Vallromanes";TRUE;"BP COMERCIAL VALLROMANAS";1.469;NA;1.469;-Inf;1.469;Inf
"Valls";FALSE;"REPSOL";1.4425;1.599;1.51;1.599;1.419;1.599
"Valls";FALSE;"REPSOL";1.4425;1.599;1.51;1.599;1.419;1.599
"Valls";FALSE;"REPSOL";1.4425;1.599;1.51;1.599;1.419;1.599
"Valls";FALSE;"REPSOL";1.4425;1.599;1.51;1.599;1.419;1.599
"Valls";FALSE;"REPSOL";1.4425;1.599;1.51;1.599;1.419;1.599
"Valls";FALSE;"CEPSA";1.4425;1.599;1.51;1.599;1.419;1.599
"Valls";TRUE;"BONAREA";1.21533333333333;NA;1.229;-Inf;1.188;Inf
"Valls";TRUE;"ESCLATOIL";1.21533333333333;NA;1.229;-Inf;1.188;Inf
"Valls";TRUE;"ICOR ENERGIA";1.21533333333333;NA;1.229;-Inf;1.188;Inf
"Valmojado";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Valmojado";TRUE;"*";1.289;NA;1.289;-Inf;1.289;Inf
"Valpalmas";TRUE;"COOPERATIVA DE VALPALMAS";NA;NA;-Inf;-Inf;Inf;Inf
"Valseca";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Valsequillo de Gran Canaria";TRUE;"CEPSA LOS ALMENDROS";1.0865;NA;1.089;-Inf;1.084;Inf
"Valsequillo de Gran Canaria";TRUE;"DISA";1.0865;NA;1.089;-Inf;1.084;Inf
"Valtierra";FALSE;"REPSOL";1.37566666666667;NA;1.389;-Inf;1.349;Inf
"Valtierra";FALSE;"REPSOL";1.37566666666667;NA;1.389;-Inf;1.349;Inf
"Valtierra";FALSE;"REPSOL";1.37566666666667;NA;1.389;-Inf;1.349;Inf
"Valtierra";TRUE;"CARBURANTES VALTIERRA S.L.";1.279;NA;1.279;-Inf;1.279;Inf
"Valtierra";TRUE;"ENERGETICOS VALTIERRA";1.279;NA;1.279;-Inf;1.279;Inf
"Valverde";TRUE;"DISA VALVERDE";1.352;NA;1.352;-Inf;1.352;Inf
"Valverde de Júcar";TRUE;"SANTOYO HERMANOS";1.44;NA;1.44;-Inf;1.44;Inf
"Valverde de la Virgen";FALSE;"CEPSA";1.409;NA;1.409;-Inf;1.409;Inf
"Valverde de la Virgen";FALSE;"CEPSA";1.409;NA;1.409;-Inf;1.409;Inf
"Valverde de Mérida";TRUE;"E.S. \"LAS ADELFAS\"";1.355;NA;1.355;-Inf;1.355;Inf
"Valverde del Camino";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Valverde del Camino";TRUE;"DEOIL";1.309;NA;1.309;-Inf;1.309;Inf
"Valverde del Camino";TRUE;"DEOIL";1.309;NA;1.309;-Inf;1.309;Inf
"Valverde del Fresno";TRUE;"MEROIL";1.359;NA;1.359;-Inf;1.359;Inf
"Valverde del Majano";TRUE;"LLORSOIL E.S. VALVERDE";1.288;NA;1.288;-Inf;1.288;Inf
"Vandellòs i l'Hospitalet de l'Infant";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Vandellòs i l'Hospitalet de l'Infant";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Vandellòs i l'Hospitalet de l'Infant";TRUE;"ALAS";1.28583333333333;1.369;1.479;1.369;1.189;1.369
"Vandellòs i l'Hospitalet de l'Infant";TRUE;"ALAS";1.28583333333333;1.369;1.479;1.369;1.189;1.369
"Vandellòs i l'Hospitalet de l'Infant";TRUE;"ENI";1.28583333333333;1.369;1.479;1.369;1.189;1.369
"Vandellòs i l'Hospitalet de l'Infant";TRUE;"ENI";1.28583333333333;1.369;1.479;1.369;1.189;1.369
"Vandellòs i l'Hospitalet de l'Infant";TRUE;"BONAREA";1.28583333333333;1.369;1.479;1.369;1.189;1.369
"Vandellòs i l'Hospitalet de l'Infant";TRUE;"ALAS CENTRAL";1.28583333333333;1.369;1.479;1.369;1.189;1.369
"Vecinos";TRUE;"EL TREBOL";1.298;NA;1.298;-Inf;1.298;Inf
"Vedra";TRUE;"PONTEULLA";1.379;NA;1.379;-Inf;1.379;Inf
"Vedra";TRUE;"PONTEULLA";1.379;NA;1.379;-Inf;1.379;Inf
"Vega de Espinareda";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Vega de Pas";TRUE;"AVIA";1.329;NA;1.329;-Inf;1.329;Inf
"Vega de San Mateo";TRUE;"SHELL SAN MATEO";1.083;NA;1.088;-Inf;1.078;Inf
"Vega de San Mateo";TRUE;"REPSOL SAN MATEO";1.083;NA;1.088;-Inf;1.078;Inf
"Vega de Valcarce";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Vega de Valcarce";TRUE;"VALCARCE";1.439;NA;1.439;-Inf;1.439;Inf
"Vega de Valdetronco";FALSE;"REPSOL";1.404;1.599;1.409;1.599;1.399;1.599
"Vega de Valdetronco";FALSE;"CEPSA";1.404;1.599;1.409;1.599;1.399;1.599
"Vegadeo";TRUE;"PETRONOR";1.419;NA;1.419;-Inf;1.419;Inf
"Vegas del Genil";FALSE;"REPSOL";1.369;NA;1.369;-Inf;1.369;Inf
"Veiga (A)";TRUE;"FINA";1.419;NA;1.419;-Inf;1.419;Inf
"Vejer de la Frontera";FALSE;"CEPSA";1.369;NA;1.389;-Inf;1.339;Inf
"Vejer de la Frontera";FALSE;"GALP";1.369;NA;1.389;-Inf;1.339;Inf
"Vejer de la Frontera";FALSE;"CEPSA";1.369;NA;1.389;-Inf;1.339;Inf
"Vejer de la Frontera";TRUE;"DP";1.31075;NA;1.349;-Inf;1.25;Inf
"Vejer de la Frontera";TRUE;"\"BP\"";1.31075;NA;1.349;-Inf;1.25;Inf
"Vejer de la Frontera";TRUE;"CODISAL";1.31075;NA;1.349;-Inf;1.25;Inf
"Vejer de la Frontera";TRUE;"PISTOIL VEJER";1.31075;NA;1.349;-Inf;1.25;Inf
"Velayos";FALSE;"BP";1.419;NA;1.419;-Inf;1.419;Inf
"Vélez-Blanco";TRUE;"ANROROIL";1.339;NA;1.339;-Inf;1.339;Inf
"Vélez-Blanco";TRUE;"ANROROIL";1.339;NA;1.339;-Inf;1.339;Inf
"Vélez-Málaga";FALSE;"CEPSA";1.40271428571429;1.589;1.419;1.589;1.389;1.589
"Vélez-Málaga";FALSE;"REPSOL";1.40271428571429;1.589;1.419;1.589;1.389;1.589
"Vélez-Málaga";FALSE;"SHELL";1.40271428571429;1.589;1.419;1.589;1.389;1.589
"Vélez-Málaga";FALSE;"REPSOL";1.40271428571429;1.589;1.419;1.589;1.389;1.589
"Vélez-Málaga";FALSE;"REPSOL";1.40271428571429;1.589;1.419;1.589;1.389;1.589
"Vélez-Málaga";FALSE;"CEPSA";1.40271428571429;1.589;1.419;1.589;1.389;1.589
"Vélez-Málaga";FALSE;"REPSOL";1.40271428571429;1.589;1.419;1.589;1.389;1.589
"Vélez-Málaga";TRUE;"DISTREAX-22, S. L.";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Málaga";TRUE;"EROSKI";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Málaga";TRUE;"MAXOIL";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Málaga";TRUE;"PETROPRIX";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Málaga";TRUE;"CARBURANTES CLAVERO - SAN SEBASTIAN";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Málaga";TRUE;"LA INMACULADA";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Málaga";TRUE;"LOS REMEDIOS";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Málaga";TRUE;"BALLENOIL";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Málaga";TRUE;"GUEROIL";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Málaga";TRUE;"EASYGAS";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Málaga";TRUE;"TROPS";1.32109090909091;NA;1.399;-Inf;1.285;Inf
"Vélez-Rubio";TRUE;"(SIN RÓTULO)";1.347;NA;1.347;-Inf;1.347;Inf
"Vélez de Benaudalla";FALSE;"REPSOL";1.369;1.539;1.369;1.539;1.369;1.539
"Velilla de Ebro";TRUE;"COOPERATIVA";NA;NA;-Inf;-Inf;Inf;Inf
"Velilla de San Antonio";FALSE;"CEPSA";1.425;NA;1.425;-Inf;1.425;Inf
"Velilla de San Antonio";TRUE;"HAM";NA;NA;-Inf;-Inf;Inf;Inf
"Vendrell (El)";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Vendrell (El)";TRUE;"BP LA COMETA";1.38733333333333;NA;1.439;-Inf;1.259;Inf
"Vendrell (El)";TRUE;"Q8";1.38733333333333;NA;1.439;-Inf;1.259;Inf
"Vendrell (El)";TRUE;"Q8";1.38733333333333;NA;1.439;-Inf;1.259;Inf
"Vendrell (El)";TRUE;"BP MONTSERRAT CIRBIAN ROYO";1.38733333333333;NA;1.439;-Inf;1.259;Inf
"Vendrell (El)";TRUE;"PETROCAT";1.38733333333333;NA;1.439;-Inf;1.259;Inf
"Vendrell (El)";TRUE;"GM FUEL STATIONS";1.38733333333333;NA;1.439;-Inf;1.259;Inf
"Venta de Baños";FALSE;"REPSOL";1.399;NA;1.399;-Inf;1.399;Inf
"Ventas con Peña Aguilera (Las)";TRUE;"J. UTRILLA";1.298;NA;1.298;-Inf;1.298;Inf
"Ventas de Huelma";FALSE;"REPSOL";1.38;NA;1.38;-Inf;1.38;Inf
"Ventas de Huelma";TRUE;"TEMPLEOLIVA S.C.A.";1.27;NA;1.27;-Inf;1.27;Inf
"Ventas de Retamosa (Las)";TRUE;"FARRUCO S.A.";1.2935;NA;1.357;-Inf;1.23;Inf
"Ventas de Retamosa (Las)";TRUE;"PETROVENTAS, S.COOP. DE C-LM";1.2935;NA;1.357;-Inf;1.23;Inf
"Venturada";FALSE;"REPSOL";1.469;NA;1.469;-Inf;1.469;Inf
"Vera";FALSE;"REPSOL";1.36566666666667;NA;1.369;-Inf;1.359;Inf
"Vera";FALSE;"REPSOL";1.36566666666667;NA;1.369;-Inf;1.359;Inf
"Vera";FALSE;"CEPSA";1.36566666666667;NA;1.369;-Inf;1.359;Inf
"Vera";TRUE;"PLENOIL";1.296;NA;1.389;-Inf;1.257;Inf
"Vera";TRUE;"VERADIESEL";1.296;NA;1.389;-Inf;1.257;Inf
"Vera";TRUE;"VULCO";1.296;NA;1.389;-Inf;1.257;Inf
"Vera";TRUE;"ESTACION SERVICIO VERA SV";1.296;NA;1.389;-Inf;1.257;Inf
"Verdú";TRUE;"BONAREA";1.189;NA;1.189;-Inf;1.189;Inf
"Verea";FALSE;"GALP";1.379;NA;1.379;-Inf;1.379;Inf
"Verger (el)";TRUE;"PETROESPAÑA";1.469;NA;1.469;-Inf;1.469;Inf
"Verges";FALSE;"CEPSA";1.379;NA;1.379;-Inf;1.379;Inf
"Verín";FALSE;"REPSOL";1.42233333333333;1.579;1.429;1.579;1.409;1.579
"Verín";FALSE;"REPSOL";1.42233333333333;1.579;1.429;1.579;1.409;1.579
"Verín";FALSE;"GALP";1.42233333333333;1.579;1.429;1.579;1.409;1.579
"Viana";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Viana do Bolo";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Viator";FALSE;"REPSOL";1.389;NA;1.399;-Inf;1.379;Inf
"Viator";FALSE;"SHELL";1.389;NA;1.399;-Inf;1.379;Inf
"Viator";TRUE;"BP VIATOR";1.389;NA;1.389;-Inf;1.389;Inf
"Vic";FALSE;"REPSOL";1.429;NA;1.469;-Inf;1.299;Inf
"Vic";FALSE;"SHELL";1.429;NA;1.469;-Inf;1.299;Inf
"Vic";FALSE;"BP";1.429;NA;1.469;-Inf;1.299;Inf
"Vic";FALSE;"CEPSA";1.429;NA;1.469;-Inf;1.299;Inf
"Vic";FALSE;"REPSOL";1.429;NA;1.469;-Inf;1.299;Inf
"Vic";FALSE;"REPSOL";1.429;NA;1.469;-Inf;1.299;Inf
"Vic";TRUE;"FEIXAS AULET";1.24028571428571;NA;1.349;-Inf;1.189;Inf
"Vic";TRUE;"ZONA DIESEL";1.24028571428571;NA;1.349;-Inf;1.189;Inf
"Vic";TRUE;"ESCLATOIL";1.24028571428571;NA;1.349;-Inf;1.189;Inf
"Vic";TRUE;"SUPECO";1.24028571428571;NA;1.349;-Inf;1.189;Inf
"Vic";TRUE;"PETROLIS INDEPENDENTS - PETRO7";1.24028571428571;NA;1.349;-Inf;1.189;Inf
"Vic";TRUE;"GMOIL";1.24028571428571;NA;1.349;-Inf;1.189;Inf
"Vic";TRUE;"BONAREA";1.24028571428571;NA;1.349;-Inf;1.189;Inf
"Vícar";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Vícar";TRUE;"CAMPO ROQUETAS";1.30266666666667;NA;1.389;-Inf;1.213;Inf
"Vícar";TRUE;"E.S. GASOLEOS HORTICAMPO - VICAR";1.30266666666667;NA;1.389;-Inf;1.213;Inf
"Vícar";TRUE;"E.S. COOP SANTA MARIA-VICAR-MURGIVERDE";1.30266666666667;NA;1.389;-Inf;1.213;Inf
"Vícar";TRUE;"BP VICAR";1.30266666666667;NA;1.389;-Inf;1.213;Inf
"Vícar";TRUE;"PLENOIL";1.30266666666667;NA;1.389;-Inf;1.213;Inf
"Vícar";TRUE;"BP VIAPARK";1.30266666666667;NA;1.389;-Inf;1.213;Inf
"Vícar";TRUE;"E.S.VICASOL";1.30266666666667;NA;1.389;-Inf;1.213;Inf
"Vícar";TRUE;"CONSUMOMAR";1.30266666666667;NA;1.389;-Inf;1.213;Inf
"Vícar";TRUE;"AGLA";1.30266666666667;NA;1.389;-Inf;1.213;Inf
"Victoria (La)";TRUE;"S.C.A. VIRGEN DE LA TORRE";1.241;NA;1.241;-Inf;1.241;Inf
"Victoria de Acentejo (La)";TRUE;"SHELL LA VICTORIA";1.089;NA;1.089;-Inf;1.089;Inf
"Vidreres";FALSE;"REPSOL";1.424;NA;1.439;-Inf;1.409;Inf
"Vidreres";FALSE;"GALP";1.424;NA;1.439;-Inf;1.409;Inf
"Vielha e Mijaran";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Vielha e Mijaran";TRUE;"PETROCAT";1.439;NA;1.439;-Inf;1.439;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"SHELL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"GALP";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"CEPSA";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"CEPSA";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"GALP";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
