"rotulo";"direccion";"localidad";"municipio";"id_provincia";"ideess"
"BP CIUDAD JARDIN (CAN)";"CALLE LEON Y CASTILLO, 273";"PALMAS DE GRAN CANARIA (LAS)";"Palmas de Gran Canaria (Las)";"35";7800
"CEPSA LAS TORRES (TEXACO)";"AVENIDA REPUBLICA DE NICARAGUA, 2";"PALMAS DE GRAN CANARIA (LAS)";"Palmas de Gran Canaria (Las)";"35";7643
"H2EXAGON";"CALLE ARRECIFE, 33";"PALMAS DE GRAN CANARIA (LAS)";"Palmas de Gran Canaria (Las)";"35";15151
"BP TAMARACEITE II";"CARRETERA GC-21 KM. 0";"TAMARACEITE";"Palmas de Gran Canaria (Las)";"35";7805
"BP LOMO LOS FRAILES";"AVENIDA CESAR MANRIQUE, 1";"TAMARACEITE";"Palmas de Gran Canaria (Las)";"35";11784
"DISA ALCARAVANERAS";"CALLE LEON Y CASTILLO, 365";"PALMAS DE GRAN CANARIA (LAS)";"Palmas de Gran Canaria (Las)";"35";8733
"BP BARRANQUILLO TAXISTAS SAN CRISTOBAL";"CALLE PÁRROCO MATÍAS ARTILES, 42";"PALMAS DE GRAN CANARIA (LAS)";"Palmas de Gran Canaria (Las)";"35";13712
"DISA ALMATRICHE";"CARRETERA GENERAL DE ALMATRICHE KM. 48";"ALMATRICHE";"Palmas de Gran Canaria (Las)";"35";7935
"DISA TAMARACEITE";"GLORIETA ACCESO SUR TAMARACEITE, 4";"ALMATRICHE";"Palmas de Gran Canaria (Las)";"35";12929
"REPSOL";"AVENIDA FEDERICO GARCIA LORCA, 1";"PALMAS DE GRAN CANARIA (LAS)";"Palmas de Gran Canaria (Las)";"35";9584
"PCAN GASOLINERA GIL";"CALLE ALMIRANTE LALLERMAND, 31";"PUERTO DEL ROSARIO";"Puerto del Rosario";"35";7742
"DISA";"GC-740 a Tinajo km 7,7";"SAN BARTOLOME";"San Bartolomé";"35";7908
"REPSOL";"AVENIDA MAMERTO CABRERA ESQUINA CALLE LA HOYA, SN";"PLAYA HONDA";"San Bartolomé";"35";12810
"CEPSA MASPALOMAS";"CARRETERA C-812 KM. 56,8";"MASPALOMAS";"San Bartolomé de Tirajana";"35";7644
"SHELL JUAN GRANDE";"AUTOVIA GC-1 KM. 34,6";"SAN BARTOLOME TIRAJANA";"San Bartolomé de Tirajana";"35";8767
"CEPSA TAXISTAS S.AGUSTIN";"AVENIDA ALEJANDRO DEL CASTILLO, 1";"SAN BARTOLOME TIRAJANA";"San Bartolomé de Tirajana";"35";7942
"BP EL VERIL";"CARRETERA GRAL. DEL SUR KM. 52";"SAN BARTOLOME TIRAJANA";"San Bartolomé de Tirajana";"35";7793
"SHELL MASPALOMAS";"CARRETERA CARRETERA GC-500 KM. 14,9";"SAN BARTOLOME TIRAJANA";"San Bartolomé de Tirajana";"35";8775
"BP SANTA BRIGIDA";"CARRETERA GENERAL DEL CENTRO KM. 14";"SANTA BRIGIDA";"Santa Brígida";"35";8737
"SHELL";"AVENIDA DE CANARIAS, 197";"SANTA LUCIA";"Santa Lucía de Tirajana";"35";8738
"BP SARDINA SUR";"CALLE FERNANDO GUANARTEME, 82";"SANTA LUCIA";"Santa Lucía de Tirajana";"35";7799
"BP EL TARO";"CL FRANCHY Y ROCA (EL DOCTORAL) S/N";"SANTA LUCIA";"Santa Lucía de Tirajana";"35";7792
"SHELL SANTA LUCIA";"AVENIDA DEL ATLANTICO, S/N";"SANTA LUCIA";"Santa Lucía de Tirajana";"35";11611
"REPSOL";"AVENIDA DEL ATLANTICO, S/N";"VECINDARIO";"Santa Lucía de Tirajana";"35";7710
"REPSOL";"CR GC-2, 22";"SANTA MARIA DE GUIA";"Santa María de Guía de Gran Canaria";"35";9623
"TGAS TAHICHE I";"CARRETERA C-ARRECIFE-TAHICHE KM 2 KM. 2";"TEGUISE";"Teguise";"35";7671
"CEPSA";"AUTOVIA GC-1, AEROPUERTO GANDO (LADO AIRE) KM. 16,000";"TELDE";"Telde";"35";12668
"DISA CRUCE DE MELENARA";"CALLE CRUCE MELENARA, S/N";"TELDE";"Telde";"35";7954
"DISA PUNTO FIELATO";"CALLE REYES CATOLICOS, 2";"TELDE";"Telde";"35";7933
"COOP.TAXIS.TELDE";"CALLE CANOVAS DEL CASTILLO, 114";"TELDE";"Telde";"35";7618
"BP JINAMAR";"CARRETERA DE JINAMAR KM. S/N";"JINAMAR";"Telde";"35";7765
"DISA JINAMAR";"AVENIDA SANTA RITA DE CASIA, S/N";"JINAMAR";"Telde";"35";11721
"OCÉANO";"CALLE ALEGRIA, 2";"GARITA (LA)";"Telde";"35";14168
"BP LA GARITA";"AUTOVIA GC-1 SUR LAS PALMAS KM. 8";"GARITA (LA)";"Telde";"35";7808
"CEPSA OPER CANARIOS S,L.";"CARRETERA GENERAL DEL SUR KM 13 KM. 13";"TELDE";"Telde";"35";7904
"CEPSA";"AUTOVIA GC-1 KM. 17";"TELDE";"Telde";"35";7649
"DISA PUERTO DEL CARMEN";"CALLE JUAN CARLOS I, 23";"PUERTO DEL CARMEN";"Tías";"35";7905
"CEPSA GRAN TARAJAL";"AVENIDA CONSTITUCION (DE LA), 16";"GRAN TARAJAL";"Tuineje";"35";7659
"DISA EL CARACOL";"CARRETERA CARRETERA GENERAL DE TARAJALEJO KM. 16";"TARAJALEJO";"Tuineje";"35";7937
"CEPSA";"AVDA. DE VILLAGARCIA, 89 (CTRA. C-550; P.K. 33)";"CAMBADOS";"Cambados";"36";369
"SBC";"LUGAR LG AS LAXES - CORBILLON, S/N";"LAXES (AS)";"Cambados";"36";14349
"REPSOL";"CARRETERA CARRETERA CAÑIZA - CRECIENTE S/N KM. 0,50";"CAÑIZA (A)";"Cañiza (A)";"36";336
"BP";"AVENIDA PONTEVEDRA, 24";"ESTRADA (A)";"Estrada (A)";"36";10212
"SBC";"CARRETERA PO 841 SANTIAGO LIMITE PROVINCIA A ESTRADA KM. 19,800";"ESTRADA (A)";"Estrada (A)";"36";13970
"REPSOL";"CL SAN ROQUE, 33";"SALCIDOS";"Guarda (A)";"36";326
"CARREFOUR";"CALLE ARENAL S/N (C.C. EROSKI), SN";"LALIN";"Lalín";"36";694
"REPSOL";"CALLE CORREDOIRA, 33";"LALIN";"Lalín";"36";840
"PLENOIL";"CALLE ALDEA AMEIRO, 1";"PONTE DENA";"Meaño";"36";14965
"FEGOBLAN SL-VALCARCE";"BARRIO SANGUIÑEDA, 139";"MOS";"Mos";"36";255
"EXGA";"AUTOVIA A-55 KM. 10";"TAMEIGA (SAN MARTIÑO)";"Mos";"36";821
"CEPSA";"AUTOVIA A52 km 292";"PONTEAREAS";"Ponteareas";"36";10367
"CEPSA";"AVENIDA LUGO, 46";"PONTEVEDRA";"Pontevedra";"36";824
"HAFESA OIL AREA AS MARISMAS";"LIÑARES, 5 - LOURIZAN (C-550 km 4,3)";"PONTEVEDRA";"Pontevedra";"36";284
"PETROPRIX";"AVENIDA ANTONIO PALACIOS, 133";"PORRIÑO (O)";"Porriño (O)";"36";15126
"STAROIL";"POLIGONO POL. IND. A GRANXA, SUR PPI 6, SECTOR 2, PARCELAS 14, 15 Y 16, 2";"PORRIÑO (O)";"Porriño (O)";"36";14444
"EASYGAS PORRIÑO";"CARRETERA PO 510 KM. 0,350";"CASILLA";"Porriño (O)";"36";15121
"REPSOL";"CARRETERA ATIOS KM. 555";"ATIOS";"Porriño (O)";"36";780
"GALP";"AUTOPISTA A-9 KM. 114";"SALNES";"Portas";"36";357
"GALP";"AUTOPISTA A-9 KM. 114";"SALNES";"Portas";"36";356
"REPSOL";"AVENIDA SANTA MARINA, 98";"REDONDELA";"Redondela";"36";742
"LA PARADA - VALCARCE";"A-52 SALIDA 291, CTRA PONTEAREAS- AS NEVES, km PO-9006";"SALVATERRA DE MIÑO";"Salvaterra de Miño";"36";291
"REPSOL";"LUGAR FONTOIRA-PADRIÑAN, 42";"SANXENXO";"Sanxenxo";"36";13952
"GALP";"VÍA RAPIDA G 41 km 5,580";"SANXENXO";"Sanxenxo";"36";358
"GALP";"AP-53 km 28,000";"SILLEDA";"Silleda";"36";363
"ESTACION DE SERVICIO BANDEIRA";"CR N-525   P.K. 309,10 D";"BANDEIRA";"Silleda";"36";270
"CEPSA";"CARRETERA PO-550 KM. 184";"TOMIÑO";"Tomiño";"36";786
"REPSOL";"CL AVENIDA DE PORTUGAL, S.N.";"TUI";"Tui";"36";785
"SERTUY";"CTRA. NACIONAL 550, KM. 167,2";"PUENTE NUEVO";"Tui";"36";295
"REPSOL";"AVENIDA BEIRAMAR, 53";"VIGO";"Vigo";"36";762
"OLENO";"CARRETERA CAMPOSANCOS KM. 0,47";"VIGO";"Vigo";"36";14764
"REPSOL";"PLAZA DE ESPAÑA, 0";"VIGO";"Vigo";"36";8498
"REPSOL";"CARRETERA MADRID - VIGO KM. 663,5";"VIGO";"Vigo";"36";847
"REPSOL";"AVENIDA MADRID, 137";"VIGO";"Vigo";"36";335
"ALCAMPO VIGO";"AVENIDA MADRID, S/N";"VIGO";"Vigo";"36";362
"REPSOL";"CL TRAVESIA DE VIGO, 233";"VIGO";"Vigo";"36";744
"REPSOL";"AU A-9  PONTEVEDRA SUR-VIGO, 13";"VILABOA";"Vilaboa";"36";813
"REPSOL";"AU A-9, 144";"VILABOA";"Vilaboa";"36";814
"CEPSA VILANOVA";"LUGAR O TERRON, 39";"TERRON (O)";"Vilanova de Arousa";"36";15100
"NORPETROL AGONCILLO";"AVENIDA RIO OJA, 3";"AGONCILLO";"Agoncillo";"26";12312
"ISATIR";"AVENIDA DEL EBRO, 7";"AGONCILLO";"Agoncillo";"26";15113
"E.S. IREGUA, S.L";"TERMINO EL SILO";"ALBELDA DE IREGUA";"Albelda de Iregua";"26";11096
"NINGUNO";"C/ SAN ISIDRO Nº 46-48";"ALCANADRE";"Alcanadre";"26";9841
"A.N. ENERGETICOS-ALDEANUEVA";"AVENIDA AVENIDA GONZALO BERCEO, 88";"ALDEANUEVA DE EBRO";"Aldeanueva de Ebro";"26";9489
"NINGUNO";"CARRETERA NAL. 232 KM. 333";"ALFARO";"Alfaro";"26";13295
"CARMINA LOW COST";"AVENIDA QUEL, 42";"ARNEDO";"Arnedo";"26";13164
"AN ENERGETICOS";"CARRETERA RINCON SOTO,S/N";"AUTOL";"Autol";"26";9647
"COOPERATIVA GARU";"CARRETERA LOGROÑO KM. 43";"BAÑARES";"Bañares";"26";9132
"EROSKI";"CARRETERA CTRA. LOGROÑO KM. S/N";"CALAHORRA";"Calahorra";"26";4304
"COOP LOS SANTOS MARTIRES";"BARRIO DE LA ESTACION, 00";"CALAHORRA";"Calahorra";"26";11082
"REPSOL";"CARRETERA N-232 KM.353.700 KM. 353,700";"CALAHORRA";"Calahorra";"26";2361
"COOPERATIVA GARU";"CAMINO ANCHO S/N";"CUZCURRITA-RIO TIRON";"Cuzcurrita de Río Tirón";"26";9129
"ALCAMPO";"CARRETERA CASALAREINA KM. 111";"HARO";"Haro";"26";12749
"PETRONOR";"CARRETERA N-124 KM. 41";"HARO";"Haro";"26";2386
"VALCARCE";"CALLE PRINCIPAL, S/N";"HORMILLA";"Hormilla";"26";12761
"BODEGA SAN PEDRO APOSTOL";"CALLE PLAZUELA, 55";"HUERCANOS";"Huércanos";"26";13516
"CARBURANTES RIOJA";"AVENIDA ENTRENA, 30";"LARDERO";"Lardero";"26";14517
"ALCAMPO";"C.C.ALCAMPO.CAMINO DE LA TEJERA S/N";"LOGROÑO";"Logroño";"26";9798
"NAFTE";"CALLE CIRCUNDE, 2";"LOGROÑO";"Logroño";"26";14899
"AVIA";"AVENIDA BURGOS, 49";"LOGROÑO";"Logroño";"26";2400
"GMOIL";"CALLE CORDONERA, 3";"LOGROÑO";"Logroño";"26";13439
"REPSOL";"AVENIDA ARAGON, 7";"LOGROÑO";"Logroño";"26";2384
"REPSOL";"AU AP-68, 136,2";"LOGROÑO";"Logroño";"26";2379
"NORPETROL LA PORTALADA";"POLIGONO LA PORTALADA III - CL VALSALADO M2 - P4, 1";"LOGROÑO";"Logroño";"26";12843
"PETROPRIX";"CALLE CIRCUNDE, 13";"LOGROÑO";"Logroño";"26";14215
"EUROCAM";"POLIGONO LA PORTALADA, C/CIRCUNDE, 22,24";"LOGROÑO";"Logroño";"26";15048
"NAFTE";"AVENIDA MENDAVIA, 2";"LOGROÑO";"Logroño";"26";14839
"ESTACIONES ARNEDO";"CARRETERA N-232 KM. 367";"PRADEJON";"Pradejón";"26";13786
"NINGUNO";"CARRETERA CORERA, S/Nº";"REDAL (EL)";"Redal (El)";"26";9010
"COCAVICA";"CALLE MIGUEL SERVET, 26";"RINCON DE SOTO";"Rincón de Soto";"26";13742
"COOPERATIVA AGRICOLA CATOLICA";"CALLE LA MATILLA, S/N";"SAN ASENSIO";"San Asensio";"26";11702
"BEROIL";"CTRA. N-232, PK. km 436,9";"SAN ASENSIO";"San Asensio";"26";4300
"CEPSA-JUBERA";"POLIGONO POLIGONO I-9, 2";"PUENTE MADRE";"Villamediana de Iregua";"26";14455
"REPSOL";"CR N-111, 292";"VILLANUEVA DE CAMEROS";"Villanueva de Cameros";"26";2369
"CARISEL";"CARRETERA LR-204 KM. 11,6";"VILLAR DE TORRE";"Villar de Torre";"26";4299
"BP SALAMANCA";"CALLE ANTONIO GAUDI, 1";"ALDEATEJADA";"Aldeatejada";"37";13379
"GALP";"AUTOVIA A62 KM. 275";"ALDEHUELA DE LA BOVEDA";"Aldehuela de la Bóveda";"37";11255
"REPSOL";"AUTOVIA A-66 KM. 348";"ARAPILES";"Arapiles";"37";11418
"REPSOL";"CL CRTA DE SALAMANCA, 3";"BEJAR";"Béjar";"37";6208
"REPSOL";"CALLE SEGUNDA, 9";"CARBAJOSA DE LA SAGRADA";"Carbajosa de la Sagrada";"37";11580
"PETROPRIX";"AVENIDA DE CARBAJOSA LA SAGRADA, 13";"CARBAJOSA DE LA SAGRADA";"Carbajosa de la Sagrada";"37";14823
"GMOIL";"CALLE PRIMERA, S/N";"CARBAJOSA DE LA SAGRADA";"Carbajosa de la Sagrada";"37";13300
"NATURGY ES SALAMANCA-BECONSA";"CALLE VERTICAL TERCERA, 4 - 6 POL. IND. EL MONTALVO III, 4";"CARBAJOSA DE LA SAGRADA";"Carbajosa de la Sagrada";"37";14631
"BALLENOIL";"CALLE NEWTON, 13";"CARBAJOSA DE LA SAGRADA";"Carbajosa de la Sagrada";"37";14803
"Q8";"CALLE VERTICAL V, 20";"CARBAJOSA DE LA SAGRADA";"Carbajosa de la Sagrada";"37";14373
"E.LECLERC";"AVDA. E. LECLERC,   Nº2 (C.C. E.LECLERC)";"CARBAJOSA DE LA SAGRADA";"Carbajosa de la Sagrada";"37";5512
"PGS";"CARRETERA SALAMANCA KM. 320";"CIUDAD RODRIGO";"Ciudad Rodrigo";"37";13120
"REPSOL";"AVENIDA SALAMANCA, S/N";"CIUDAD RODRIGO";"Ciudad Rodrigo";"37";6334
"RENACCIA";"CRTA. N-620 km 322";"CIUDAD RODRIGO";"Ciudad Rodrigo";"37";10776
"REPSOL";"CARRETERA N-620 KM. 313,3";"VALDECARPINTEROS";"Ciudad Rodrigo";"37";6164
"CEPSA";"CARRETERA N-620 KM. 351,500";"FUENTES DE OÑORO";"Fuentes de Oñoro";"37";6117
"CEPSA";"CARRETERA N-620 KM. 348";"NUEVO POBLADO";"Fuentes de Oñoro";"37";6120
"EESS GASOLIVIA";"CARRETERA BURGOS A PORTUGAL KM. 251";"MONTE LA RAD";"Galindo y Perahuy";"37";11610
"IBERFUEL";"CALLE RIO DUERO, 12";"GUIJUELO";"Guijuelo";"37";14826
"C.T. GUIJUELO";"CALLE FILIBERTO VILLALOBOS, 4";"GUIJUELO";"Guijuelo";"37";12242
"REPSOL";"CARRETERA SA-314 KM.";"MASUECO";"Masueco";"37";6189
"CEPSA";"AUTOVIA A-66 KM. 375";"MONTEJO";"Montejo";"37";11850
"AN ENERGETICOS";"CAMINO CAMINO DEL VILLAR, 0";"PEÑARANDA DE BRACAMONTE";"Peñaranda de Bracamonte";"37";14564
"MONTE LA REINA";"CARRETERA CAÑIZAL PIEDRAHITA KM. 38,20";"PEÑARANDA DE BRACAMONTE";"Peñaranda de Bracamonte";"37";405
"REPSOL";"AUTOVIA A-62 KM. 269";"ROBLIZA DE COJOS";"Robliza de Cojos";"37";11883
"ESTACION DE AUTOBUSES";"AVENIDA DE FILIBERTO VILLALOBOS, 71";"SALAMANCA";"Salamanca";"37";10149
"REPSOL";"CARRETERA N-630 KM. 338";"SALAMANCA";"Salamanca";"37";6170
"CETRAMESA CARBURANTES";"CARRETERA SALAMANCA-VITIGUDINO KM. 0,7";"SALAMANCA";"Salamanca";"37";11336
"LOW COST CARBURANTES";"CARRETERA CL-517 SALAMANCA-VITIGUDINO KM. 1,1";"SALAMANCA";"Salamanca";"37";12717
"REPSOL";"AUTOVIA A-62 KM. 309";"SANCTI-SPIRITUS";"Sancti-Spíritus";"37";10879
"SHELL";"N-620 km 309,2";"SANCTI-SPIRITUS";"Sancti-Spíritus";"37";4958
"ADS";"PARC LOS MIRADORES, 29";"SANCTI-SPIRITUS";"Sancti-Spíritus";"37";9669
"SUPECO";"AVENIDA PADRES PAULES, S/N";"SANTA MARTA DE TORMES";"Santa Marta de Tormes";"37";14918
"BALLENOIL";"AVENIDA PADRES PAULES, 35";"SANTA MARTA DE TORMES";"Santa Marta de Tormes";"37";14928
"GALP";"CARRETERA N-501 KM14-16 KM. 14";"SANTA MARTA DE TORMES";"Santa Marta de Tormes";"37";6086
"LIBRE";"AVENIDA PAZ, 1";"VALDECARROS";"Valdecarros";"37";4746
"GASOLINERA VILLAFLORES";"CARRETERA CTRA.SA-812 KM 27,I KM. 28";"VILLAFLORES";"Villaflores";"37";6335
"USC";"AVENIDA FUENTESAUCO, S/N";"POLIGONO INDUSTRIAL LOS VILLARES";"Villares de la Reina";"37";12859
"ECU VILLARES";"CAMINO CABRERIZOS, 55";"POLIGONO INDUSTRIAL LOS VILLARES";"Villares de la Reina";"37";13865
"AUTONETOIL";"CARRETERA VALLADOLID KM. 85";"POLIGONO INDUSTRIAL LOS VILLARES";"Villares de la Reina";"37";13814
"PGS";"CALLE VIA DE SERVICIO , PARCELA 2J, S/N";"VITIGUDINO";"Vitigudino";"37";13243
"REPSOL";"AVENIDA AYYO DE  EN  ADEJE, 22";"ADEJE";"Adeje";"38";12784
"SHELL";"AVENIDA AYYO, 32";"ADEJE";"Adeje";"38";11525
"BP LA ATALAYA";"PG IND. BARRANCO LAS TORRES, P7-S9, S/N";"ADEJE";"Adeje";"38";7776
"DISA FAÑABE";"General C-822 km 110,14";"FAÑABE";"Adeje";"38";7832
"BP SIAM MALL";"AVENIDA SIAM  EN  COSTA ADEJE, 6";"PLAYA DE LAS AMERICAS";"Adeje";"38";13228
"BP POLIGONO GUIMAR";"POLIGONO PLAN PARCIAL EL CARRETON  EN  HIDALGA LA, S/N";"ARAFO";"Arafo";"38";13012
"REPSOL";"CARRETERA ARAFO LA HIDALGA TF-413 KM. 1";"HIDALGA (LA)";"Arafo";"38";8326
"REPSOL";"AUTOVIA TF-1 KM. 39";"PORIS DE ABONA";"Arico";"38";11731
"CEPSA";"CARRETERA TF-1 KM. 44,2";"ARICO";"Arico";"38";7703
"PCAN";"AUTOPISTA AUTOPISTA TENERIFE SUR KM. 44,2";"ARICO";"Arico";"38";7726
"REPSOL";"AUTOPISTA AUTOPISTA DEL SUR, PF 70,5 MARG. IZQ. KM. 70,5";"ARONA";"Arona";"38";8772
"BP GUAZA";"CARRETERA CTRA GRAL GUAZA TF-66 KM. 79";"ARONA";"Arona";"38";8743
"TGAS LAS GALLETAS";"CRTRA. VALLE SAN LORENZO - LAS GALLETAS km 11,1";"ARONA";"Arona";"38";8280
"CEPSA LLANO AZUL";"CARRETERA CARRETERA GENERAL GUAZA LOS CRISTIANOS KM. 1";"ARONA";"Arona";"38";9483
"BP CABO BLANCO";"CARRETERA GENERAL VALLE SAN LORENZO-GUAZA,380 KM. 380";"CABO BLANCO";"Arona";"38";9920
"BP";"CALLE BULEVAR CHAJOFE, 2";"CRISTIANOS(LOS)";"Arona";"38";7766
"BP LAS AMERICAS";"CALLE AVENIDA DE LOS PUEBLOS, 6";"PLAYA DE LAS AMERICAS (ARONA)";"Arona";"38";7787
"CEPSA COSTA DEL SILENCIO";"CARRERA GENERAL LAS GALLETAS Nº2 KM4, 2";"COSTA DEL SILENCIO";"Arona";"38";10543
"DISA AEROPUERTO TFS";"ACCESO ACCESO AEROPUERTO TENERIFE SUR, 1";"AEROPUERTO REINA SOFIA (SANTA CRUZ DE TENERIFE)";"Granadilla de Abona";"38";7626
"BP";"CARRETERA ATOGO KM. 0,5";"AEROPUERTO REINA SOFIA (SANTA CRUZ DE TENERIFE)";"Granadilla de Abona";"38";11690
"CEPSA LOS LLANOS - GRANADILLA";"CARRETERA GRANADILLA MEDANO KM. 2,25";"GRANADILLA DE ABONA";"Granadilla de Abona";"38";7889
"REPSOL";"CARRETERA TF-1 KM. 54";"SAN ISIDRO";"Granadilla de Abona";"38";7705
"DISA SAN ISIDRO";"AVENIDA SANTA CRUZ, SN";"SAN ISIDRO";"Granadilla de Abona";"38";9490
"TGAS EL MÉDANO";"CARRETERA TF64 GRANADILLA - EL MEDANO KM. 7,7";"MEDANO (EL)";"Granadilla de Abona";"38";7721
"TGAS SANTA CATALINA";"CARRETERA TF-5 SANTA CRUZ - ICOD KM. 49";"GUANCHA (LA)";"Guancha (La)";"38";7724
"SHELL";"TEJINA DE GUIA. GUIA DE ISORA (CTRA. GRAL KM 120-300)";"GUIA DE ISORA";"Guía de Isora";"38";10345
"PCAN";"CARRETERA TF47 ARMEÑIME-PUERTO SANTIAGO KM. 15";"ALCALA";"Guía de Isora";"38";7722
"DISA PUERTITO";"CARRETERA TF-61 KM. 2,800";"GÜIMAR";"Güímar";"38";7752
"DISA ICOD DE LOS VINOS";"AVENIDA PRINCIPES DE ESPAÑA, 40";"ICOD DE LOS VINOS";"Icod de los Vinos";"38";7866
"DISA EL BOHIO";"AUTOVIA TF-5 km 25";"MATANZA DE ACENTEJO (LA)";"Matanza de Acentejo (La)";"38";9635
"DISA";"PLAZA LA PAZ, S/N";"OROTAVA (LA)";"Orotava (La)";"38";7856
"SHELL";"CARRETERA PADRON KM. 24,300";"PASO (EL)";"Paso (El)";"38";8752
"BP";"CR DEL BOTANICO km 6";"PUERTO DE LA CRUZ";"Puerto de la Cruz";"38";7771
"CEPSA PUERTO DE LA CRUZ";"CALLE CARRETERA DEL BOTANICO, 24";"PUERTO DE LA CRUZ";"Puerto de la Cruz";"38";7624
"TGAS LA GORVORANA";"CARRETERA CRT GRAL ICOD-S/C.PK 38.8 KM. 38,8";"REALEJOS (LOS)";"Realejos (Los)";"38";7791
"PCAN";"CALLE LOS BARROS, 30";"REALEJOS (LOS)";"Realejos (Los)";"38";10990
"PETROPRIX";"CALLE ANAGA, 1";"REALEJOS (LOS)";"Realejos (Los)";"38";15044
"ESTACION DE SERVICIOS EL MIRADOR";"CARRETERA CARRETERA DEL NORTE KM. 43,60";"REALEJOS (LOS)";"Realejos (Los)";"38";10591
"CEPSA";"C/ LA CAMPANA, S/N (CTRA. GRAL. DEL SUR km 4)";"ROSARIO (EL)";"Rosario (El)";"38";8802
"SHELL LA LAGUNA";"AVENIDA CALVO SOTELO, S/N";"SAN CRISTOBAL";"San Cristóbal de La Laguna";"38";8768
"REPSOL";"CARRETERA GENERAL DEL NORTE KM. 13200";"SAN CRISTOBAL";"San Cristóbal de La Laguna";"38";7686
"PCAN";"AVENIDA LOS MENCEYES, 223";"CUESTA, LA";"San Cristóbal de La Laguna";"38";9290
"REPSOL";"CALLE LIBERTAD, S/N";"TACO";"San Cristóbal de La Laguna";"38";7688
"DISA LOS MAJUELOS";"AVENIDA LOS MAJUELOS, 26";"LA LAGUNA";"San Cristóbal de La Laguna";"38";7860
"CEPSA LOS ANDENES";"AVENIDA PASO EL (LOS MAJUELOS), 108";"LA LAGUNA";"San Cristóbal de La Laguna";"38";7634
"BP SAN BENITO";"CR AUTOPISTA DEL NORTE, KM. 10,2";"LA LAGUNA";"San Cristóbal de La Laguna";"38";7817
"BP OROTIANDA";"AUTOPISTA AUTOPISTA DEL SUR KM. 64,9";"SAN MIGUEL";"San Miguel de Abona";"38";10633
"ESTACIÓN DE SERVICIO EL GOMERO";"AVENIDA EUGENIO DOMINGUEZ SIERRA, 48";"CHAFIRAS (LAS)";"San Miguel de Abona";"38";14423
"OCÉANO";"AVENIDA LUCIO DIAZ FLORES FEO, MZ 27, FINCA 11B, S7N";"CHAFIRAS (LAS)";"San Miguel de Abona";"38";13292
"DISA LAS CHAFIRAS";"CARRETERA CARRETEA GENERAL A LAS GALLETAS-CHAFIRAS KM. S/N";"CHAFIRAS (LAS)";"San Miguel de Abona";"38";7859
"PCAN";"AVENIDA MODESTO HERNANDEZ GONZALEZ, 7";"CHAFIRAS (LAS)";"San Miguel de Abona";"38";13201
"BP BAJAMAR";"CARRETERA BAJAMAR KM. S/N";"SANTA CRUZ DE LA PALMA";"Santa Cruz de la Palma";"38";7772
"DISA BALNEARIO II";"AUTOVIA SANTA CRUZ - SAN ANDRES KM. S/N";"SANTA CRUZ DE TENERIFE";"Santa Cruz de Tenerife";"38";10995
"DISA TRES DE MAYO";"CALLE ORTEGA Y GASSET, 1";"SANTA CRUZ DE TENERIFE";"Santa Cruz de Tenerife";"38";7857
"DISA FOMENTO";"CALLE FOMENTO, S/N,";"SANTA CRUZ DE TENERIFE";"Santa Cruz de Tenerife";"38";9951
"DISA VIA PENETRACION";"VÍA VIA PENETRACION, KM. 0,184, S/N";"SANTA CRUZ DE TENERIFE";"Santa Cruz de Tenerife";"38";7875
"CANARY OIL, S.L.";"CALLE SUBIDA AL MAYORAZGO, 7";"SANTA CRUZ DE TENERIFE";"Santa Cruz de Tenerife";"38";14353
"BP TACO";"CARRETERA GENERAL DEL SUR KM. 6,9";"SANTA CRUZ DE TENERIFE";"Santa Cruz de Tenerife";"38";7818
"CEPSA";"CARRETERA ROSARIO (DEL) KM. 186";"SANTA CRUZ DE TENERIFE";"Santa Cruz de Tenerife";"38";14262
"CEPSA";"AUTOPISTA TF-21 KM. 3,5";"SANTA CRUZ DE TENERIFE";"Santa Cruz de Tenerife";"38";7637
"DISA NAUTICO";"AVENIDA FRANCISCO LA ROCHE, 1";"SANTA CRUZ DE TENERIFE";"Santa Cruz de Tenerife";"38";7880
"TGAS TACORONTE";"CARRETERA GENERAL DEL NORTE KM. 79";"TACORONTE";"Tacoronte";"38";7733
"CEPSA EL PEÑON";"AUTOPISTA NORTE TF-5 KM. 16";"TACORONTE";"Tacoronte";"38";7890
"BEROIL";"CARRETERA NACIONAL 1 PARCELA 402 KM. 116,7";"BOCEGUILLAS";"Boceguillas";"40";13619
"BEROIL";"CALLEJA, CALLEJÓN HOSPITAL, 7";"CANTALEJO";"Cantalejo";"40";13235
"G CANTALEJO";"CALLE CTRA. ARANDA, 4";"CANTALEJO";"Cantalejo";"40";13165
"AN MESENOR";"AUTOVIA A-601 VALLADOLID-SEGOVIA KM. 90,800";"CARBONERO EL MAYOR";"Carbonero el Mayor";"40";12646
"REPSOL";"AUTOVIA AUTOVIA DEL NORTE MADRID-IRUN A-1 KM. 107,4";"CASTILLEJO DE MESLEON";"Castillejo de Mesleón";"40";6193
"AN GLUS";"SEGOVIA km 00";"CUELLAR";"Cuéllar";"40";10777
"EL SURTIDOR";"CARRETERA VALLADOLID S/N FINCA 16114 KM. 148";"CUELLAR";"Cuéllar";"40";14294
"CARLOS DIEZ SEGOVIA";"CALLE LOS LLANOS, 1";"ESPINAR (EL)";"Espinar (El)";"40";12348
