"rotulo";"direccion";"localidad";"municipio";"id_provincia";"ideess"
"BP SANLUCAR AVENIDA";"AVENIDA QUINTO CENTENARIO, S/N";"SANLUCAR DE BARRAMEDA";"Sanlúcar de Barrameda";"11";5666
"BP BONANZA";"AVENIDA CONSTITUCION, S/N";"SANLUCAR DE BARRAMEDA";"Sanlúcar de Barrameda";"11";5667
"BALLENOIL";"CALLE GENIL, 1";"SANLUCAR DE BARRAMEDA";"Sanlúcar de Barrameda";"11";14268
"PETROL & GO";"CARRETERA CHIPIONA (DE) KM. 0,5";"SANLUCAR DE BARRAMEDA";"Sanlúcar de Barrameda";"11";12758
"TARIFA OIL";"CALLE ALGECIRAS, 58";"TARIFA";"Tarifa";"11";13932
"WINDFUEL TARIFA LOW COST";"POLIGONO LA VEGA, 511";"TARIFA";"Tarifa";"11";12956
"TARIFUEL";"URBANIZACIÓN LA MARINA, 614";"TARIFA";"Tarifa";"11";13009
"GO UBRIQUE";"CALLE REPUJADORES, 2";"UBRIQUE";"Ubrique";"11";13354
"PISTOIL VEJER";"POLIGONO CAÑADA ANCHA, 25";"CAÑADA ANCHA";"Vejer de la Frontera";"11";14057
"HEMEGAS";"AVENIDA ARCOS, 55";"VILLAMARTIN";"Villamartín";"11";13180
"GACOSUR VILLAMARTIN";"CARRETERA A-373 KM. 0,500";"VILLAMARTIN";"Villamartín";"11";6563
"CEPSA";"CARRETERA VILLAMARTIN-UBRIQUE KM. 2,100";"VILLAMARTIN";"Villamartín";"11";9603
"G2";"CALLE BOO, 52";"BOO";"Astillero (El)";"39";11565
"COBO";"POLIGONO INDUSTRIAL GUARNIZO PARCELA, 22";"GUARNIZO";"Astillero (El)";"39";14182
"BALLENOIL";"CALLE GUTIERREZ SOLANA 24, 24";"MALIAÑO";"Camargo";"39";15027
"CEPSA";"AUTOVIA A-67 KM. 133,4";"BOLMIR";"Campoo de Enmedio";"39";11539
"AVIA";"CARRETERA N-611 KM. 130,1";"FOMBELLIDA";"Campoo de Enmedio";"39";418
"BP CASTRO URDIALES";"BARRIO BRAZOMAR S/N, S/N";"CASTRO URDIALES";"Castro-Urdiales";"39";1087
"EROSKI";"BARRIO BRAZOMAR, S/N";"CASTRO URDIALES";"Castro-Urdiales";"39";13606
"EASYGAS";"AUTV.A-8 (AUTOV. CANTABRICO) km 141";"CASTRO URDIALES";"Castro-Urdiales";"39";8504
"AVIA";"BARRIO BARROS, 9";"BARROS";"Corrales de Buelna (Los)";"39";14154
"E.S. SOMAHOZ";"BARRIO SAN MATEO (CR N-611  PALENCIA-SANTANDER km 174)";"LOS CORRALES DE BUELNA";"Corrales de Buelna (Los)";"39";424
"REPSOL";"CARRETERA N-634 KM. 195";"HOZNAYO";"Entrambasaguas";"39";1071
"AVIA";"CARRETERA N-635 KM. 10,200";"HERAS";"Medio Cudeyo";"39";997
"AVIA";"CARRETERA A67 KM. 13";"GORNAZO";"Miengo";"39";8506
"AVIA";"CARRETERA A67 KM. 13";"GORNAZO";"Miengo";"39";8505
"PETRONOR";"CARRETERA N-611 KM. 159";"SANTA OLALLA";"Molledo";"39";1045
"BP POLANCO";"BARRIO REQUEJADA  EN  REQUEJADA, 2";"REQUEJADA";"Polanco";"39";13158
"AVIA";"POLIGONO SEPES-LA VEGA, PARCELA 74-80, 74";"REINOSA";"Reinosa";"39";14053
"SHELL";"AUTOVIA AUTOVIA DEL CANTABRICOA-8 KM. 234";"PUENTE SAN MIGUEL";"Reocín";"39";1013
"CEPSA";"AUTOVIA A-8 KM. 194";"ANERO";"Ribamontán al Monte";"39";1094
"SHELL";"CARRETERA COMARCAL 625 KM. 48400";"RUENTE";"Ruente";"39";1012
"SHELL";"CALLE JOSE MARIA PEREDA, 6";"SOTO DE LA MARINA";"Santa Cruz de Bezana";"39";10858
"PETROPRIX BEZANA";"AVENIDA SANTA CRUZ (LA), 34";"SANTA CRUZ DE BEZANA";"Santa Cruz de Bezana";"39";12894
"AVIA";"AVENIDA VALDECILLA, 10";"SANTANDER";"Santander";"39";1000
"PETROPRIX";"CALLE FAUSTINO CAVADAS, 32";"SANTANDER";"Santander";"39";14940
"EASYGAS";"AVENIDA AVDA PARAYAS, 12";"SANTANDER";"Santander";"39";9564
"BEROIL";"ISLA DEL OLEO 19 - POL. IND. NUEVA MONTAÑA";"SANTANDER";"Santander";"39";9632
"AVIA";"CARRETERA E-70/N-634 KM. 279";"PESUES";"Val de San Vicente";"39";12795
"REPSOL";"AU  A-8 ,P.K. 256";"VALDALIGA";"Valdáliga";"39";1089
"REPSOL";"AU  A-8 ,P.K. 256";"VALDALIGA";"Valdáliga";"39";1090
"AVIA";"CARRETERA CA-272 KM. 30,5";"POLIENTES";"Valderredible";"39";11450
"AVIA";"CARRETERA S-564 KM. 39,25";"CANDOLIAS";"Vega de Pas";"39";12453
"AGROCANTABRIA";"BARRIO CHAROLA, SN";"VILLACARRIEDO";"Villacarriedo";"39";9907
"COOPNOSTRA";"CARRER SANT JOAN, 132";"ALBOCASSER";"Albocàsser";"12";13718
"REPSOL";"CARRETERA NACIONAL 340 KM. 1021";"ALCALA DE XIVERT";"Alcalà de Xivert";"12";3648
"COOP. SAN ISIDRO DE ALCALA";"C/ BARON DE ALCAHALI, S/N";"ALCALA DE XIVERT";"Alcalà de Xivert";"12";9027
"L'AREA";"CARRETERA CV16 PARCELA 142B KM. 10,5";"ALCORA";"Alcora (l')";"12";12561
"GIAL";"CARRETERA CV-190 KM. 1";"ALCORA";"Alcora (l')";"12";12912
"L'AREA";"CARRETERA CV 190A KM. 3,5";"ALCORA";"Alcora (l')";"12";12198
"BDMED";"CALLE GUERRER IBERIC, 12";"ALMAZORA";"Almazora/Almassora";"12";12510
"Q8";"CARRETERA CTRA. N-340-A KM. KM 970";"ALMAZORA";"Almazora/Almassora";"12";1946
"COOP.SAGRADO CORAZON DE ALTURA";"AVDA. VALENCIA, Nº 47";"ALTURA";"Altura";"12";9025
"COOPERATIVA ATZENETA";"AVENIDA MEANES (DE), 2";"ATZENETA DEL MAESTRAT";"Atzeneta del Maestrat";"12";3596
"CEPSA";"AUTOPISTA AP-7 (MRG.IZDO.) KM. 358,2";"BENICARLO";"Benicarló";"12";3745
"CEPSA";"AP-7 (MRG.DCHO.) km 358,2";"BENICARLO";"Benicarló";"12";3736
"BENIHORT";"POLIGONO POLIGONO 22  PARCELA 77, 77";"BENICARLO";"Benicarló";"12";12233
"Q8";"CTRA NACIONAL 340 KM 133 - CENTRO COMERCIAL COSTA AZAHAR,";"BENICARLO";"Benicarló";"12";1962
"BP MONTECASIM MD";"CARRETERA NACIONAL 340 KM. 988";"BENICASIM";"Benicasim/Benicàssim";"12";3548
"COOP. LA UNION DE BENLLOCH";"C/ DEL MAR, 116";"BENLLOCH";"Benlloch";"12";9028
"COOPERATIVA DE BETXÍ";"POLIGONO MOLI DEN LLOP, PARCELA U-6, SN";"BETXI";"Betxí";"12";11521
"CAMPA COOPERATIVA BETXI";"CALLE UNION EUROPEA, 5";"BETXI";"Betxí";"12";13496
"GALP";"AUTOPISTA AP-7 (MRG.DCHO) KM. 445";"BURRIANA";"Burriana";"12";3743
"GALP";"AUTOPISTA AP-7 (MRG.IZDO) KM. 445";"BURRIANA";"Burriana";"12";3735
"ALSA Y SERVI OIL LOW COST";"CARRETERA VILA-REAL BURRIANA CV-185 KM. 3,5";"BURRIANA";"Burriana";"12";13755
"COOPERATIVA CABANES";"P. I. S-3";"CABANES";"Cabanes";"12";9018
"ENI";"AUTOPISTA AP-7 (MRG.IZDO) KM. 404";"CABANES";"Cabanes";"12";3746
"ENI";"AUTOPISTA AP-7 (MRG.DCHO) KM. 404";"CABANES";"Cabanes";"12";3737
"EESS DE CABANES GALP 40 PIES";"AUTOVIA CV10 KM. 37,5";"CABANES";"Cabanes";"12";12613
"COOPERATIVA SAN ISIDRO DE CANET LO ROIG";"AVENIDA ISABEL LLOMBART, 11";"CANET LO ROIG";"Canet lo Roig";"12";9271
"ALCAMPO";"ALCAMPO HIPERMERCADO ( CENTRO COMERCIAL SALERA ) (CARRETERA 340 km 64.500)";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";11011
"BENCINAS BORRIOL";"CALLE CTRA. BORRIOL YB, 16";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";3538
"MONFORT";"CALLE DINAMARCA - ESQUINA C/SABONER, S/N";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";13681
"TOP PETROLEUM";"CALLE CUADRA LAIRON, 57";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";14042
"BDMED";"AVENIDA EUROPA ESQ. C/ BÉLGICA, 138";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";12373
"BP RONDA NORTE";"RONDA NORTE ESTE, 242";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";12624
"GASEXPRESS";"CARRETERA N- 340 KM. 66,7";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";12556
"CEPSA";"CALLE TORRALBA DEL PINAR, 16";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";3629
"CARREFOUR";"AVENIDA DEL MAR S/N, SIN NÚMERO";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";11585
"Q8";"AVENIDA AVDA. HERMANOS BOU 203,";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";1945
"REPSOL";"CL AVENIDA VALENCIA, 96";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";3534
"BDMED";"AVENIDA HERMANOS BOU, 152";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";11210
"MASOIL";"CALLE CUADRA DE LAIRÓN, 64";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";12838
"BENCINAS MESTRETS";"CALLE CAMI DELS MESTRETS, 57";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";13227
"GMOIL";"AVENIDA EUROPA, 229";"CASTELLON DE LA PLANA";"Castellón de la Plana/Castelló de la Plana";"12";12951
"COOPERATIVA AGRARIA SAN ISIDRO DE CUEVAS DE VINROMA";"CALLE VEREMES, 9";"COVES DE VINROMA (LES)";"Coves de Vinromà (les)";"12";9372
"E.S. BALMAPA";"CR N-232 20,4";"JANA (LA)";"Jana (la)";"12";3662
"COOP. DIVINA PASTORA DE JERICA";"C/CASTELLÓN, S/N";"JERICA";"Jérica";"12";9029
"REPSOL";"AUTOVIA A-7 SALIDA 289 ENLACE CV-2311 KM. 289";"LLOSA (LA)";"Llosa (la)";"12";11589
"CARBURANTES COOPERATIVOS";"CALLE SEGORBE, 3";"MONCOFA";"Moncofa";"12";12927
"BURAN ENERGY";"AVENIDA AVEL.LI CORMA, 6";"MONCOFA";"Moncofa";"12";13062
"CARLA";"CR CS-211, 18 (CS-211 km 18,2)";"MONTANEJOS";"Montanejos";"12";3486
"GALP";"CARRETERA CV226 KM. 26,6";"NULES";"Nules";"12";3498
"COOPERATIVA SANT JOSEP";"DISEMINADO SENDA MICHANA, S/N";"NULES";"Nules";"12";12064
"BDMED";"CALLE B S/N. SEC. INDUS Nº2 POL. LA MINA, 2";"NULES";"Nules";"12";14492
"BDMED";"AVENIDA REAL DE EXTREMADURA, 9";"ONDA";"Onda";"12";12114
"CARREFOUR";"AVENIDA DEL MEDITERRANEO, S/N";"ONDA";"Onda";"12";1956
"ONDAMITA OIL";"AVENIDA CASTILLA LA MANCHA, 7";"ONDA";"Onda";"12";12524
"BONAREA";"CAMINO CORRAL DE DIAGO, 4";"ONDA";"Onda";"12";14702
"AM CARGO";"CALLE MEJICO, 7";"PANTANO DEL SICHAR";"Onda";"12";14051
"BDMED";"CARRETERA APEADERO DE BETXI POLIG. 19 PARC. 34 KM. 2";"APEADERO DE BECHI";"Onda";"12";12808
"VCC PEÑISCOLA";"CARRETERA DE PEÑISCOLA A BENICARLO ESQ. CAMI LA VOLTA KM. S/N";"PEÑISCOLA";"Peñíscola";"12";13976
"BONAREA";"LUGAR ESQUINA CARRETERA DE LA ESTACION (CV141) CON CARRETERA VIEJA DE BENICARLO (CV140), S/N";"PEÑISCOLA";"Peñíscola";"12";15136
"REPSOL";"AUTOVIA CV10 SALIDA 33 KM. 33";"POBLA TORNESA (LA)";"Pobla Tornesa (la)";"12";11896
"REPSOL";"CL SALVADOR PONS, 30";"SAN RAFAEL DEL RIO";"San Rafael del Río";"12";3461
"COOP.SAN JUAN DE SAN JUAN DE MORO";"PARTIDA RACHINA S/N";"SANT JOAN DE MORO";"Sant Joan de Moró";"12";9032
"LA POSTA";"AVENIDA MEDITERRANEO, 18";"SEGORBE";"Segorbe";"12";12720
"COOPERATIVA SAN JOSE DE LOS IBARZOS";"CALLE ESPANEGUERA, 9";"SIERRA-ENGARCERAN";"Sierra Engarcerán";"12";9273
"TRANSPORTES RODOLFO Y VENTURA";"CALLE SAGUNTO, 1";"SONEJA";"Soneja";"12";12100
"COOP. Nª Sª DE LA ASUNCION DE SONEJA";"CARRETERA TERUEL, S/N KM. 0";"SONEJA";"Soneja";"12";9021
"REPSOL";"CARRETERA SAGUNTO-BURGOS KM. 19,6";"SOT DE FERRER";"Sot de Ferrer";"12";3646
"REPSOL";"N-340 km 1011,6";"TORREBLANCA";"Torreblanca";"12";3617
"COOP. AGRARIA SAN ISIDRO DE VALL D'ALBA, COOP.V.";"AVENIDA VILAFRANCA, 66";"VALL D'ALBA";"Vall d'Alba";"12";9019
"GASEXPRESS";"AVINGUDA EUROPA, 15";"VALL D'UIXO (LA)";"Vall d'Uixó (la)";"12";13133
"COOP. SAN ISIDRO DE VILAFAMES";"AVDA. SAN MIGUEL, 87";"VILAFAMES";"Vilafamés";"12";9030
"COOP. AGRICOLA SANT BARTOMEU DE VILANOVA D'ALCOLEA";"CALLE MAJOR, 74";"VILANOVA D'ALCOLEA";"Vilanova d'Alcolea";"12";9022
"PETROPRIX";"AVENIDA ITALIA, 58";"VILLARREAL";"Villarreal/Vila-real";"12";13138
"RED CAR OIL";"CARRER DE L'ERMITA, 256";"VILLARREAL";"Villarreal/Vila-real";"12";14486
"BONAREA";"CARRETERA N-340 VALENCIA-BARCELONA KM. 60,7";"VILLARREAL";"Villarreal/Vila-real";"12";3556
"GASEXPRESS";"AVENIDA CASTELLÓN, 54";"VILLARREAL";"Villarreal/Vila-real";"12";13124
"COOPERATIVA CATOLICO AGRARIA COOP.V.";"AVENIDA CASTELLO, 75";"VILLARREAL";"Villarreal/Vila-real";"12";8893
"BP VEHICLES";"CARRETERA BURRIANA KM. 80";"VILLARREAL";"Villarreal/Vila-real";"12";12871
"CARREFOUR";"AVENIDA MATILDE SALVADOR, S/N";"VILLARREAL";"Villarreal/Vila-real";"12";1953
"Q8";"AVENIDA AV ITALIA S/N,";"VILLARREAL";"Villarreal/Vila-real";"12";1961
"COOPERATIVA AGRICOLA SANT JOSEP";"CARRETERA VALL DUIXÓ KM. 1";"VILAVELLA (LA)";"Villavieja";"12";12050
"BP  COAR VINAROS CENTRO";"AVENIDA CASTELLON, 30";"VINAROS";"Vinaròs";"12";3489
"CARREFOUR";"CARRETERA NACIONAL 340 A PLAN PARCIAL 1 KM. 1049";"VINAROS";"Vinaròs";"12";1954
"CEPSA";"CARRETERA N-340 KM. 1051";"VINAROS";"Vinaròs";"12";10627
"REPSOL";"AVENIDA CASTELLON, S/N";"VISTABELLA DEL MAESTRAZGO";"Vistabella del Maestrazgo";"12";10104
"COOPERATIVA DE VIVER";"C/ ABADIA, Nº 4";"VIVER";"Viver";"12";9033
"ON365";"MUELLE ALFAU, S/N";"CEUTA";"Ceuta";"51";11739
"SHELL MUELLE DATO";"AVENIDA MUELLE DATO, 8";"CEUTA";"Ceuta";"51";8908
"SHELL PUNTA ALMINA";"AVENIDA MUELLE CAÑONERO DATO, S/N";"CEUTA";"Ceuta";"51";2755
"UNIÓN SANTIAGO Y SAN MIGUEL S. COOP. DE C-LM";"AVENIDA DE LA MANCHA, 21";"ALBALADEJO";"Albaladejo";"13";11949
"BALLENOIL";"AVENIDA DE LOS INSTITUTOS, S/N";"ALCAZAR DE SAN JUAN";"Alcázar de San Juan";"13";14386
"CARREFOUR";"CARRETERA N-420 KM. 284,227";"ALCAZAR DE SAN JUAN";"Alcázar de San Juan";"13";11153
"GASEXPRESS";"CALLE ALBARIÑO, 2";"ALCAZAR DE SAN JUAN";"Alcázar de San Juan";"13";13808
"U.S. LA LUNA";"CALLE ALAMEDA, 5";"ALCAZAR DE SAN JUAN";"Alcázar de San Juan";"13";12658
"CARBURANTES ALMAGRO";"CALLE ADOLFO SUAREZ, 5";"ALMAGRO";"Almagro";"13";14515
"E.S. SAN GREGORIO";"CARRETERA PUEBLA DEL PRINCIPE KM. 1";"ALMEDINA";"Almedina";"13";12773
"COVICAR";"TRAVESÍA RONDA DEL PRADO, 12";"ALMODOVAR DEL CAMPO";"Almodóvar del Campo";"13";8782
"REPSOL";"AUTOVIA N-4 KM. 232";"ALMURADIEL";"Almuradiel";"13";5211
"VIRGEN DE LAS VIÑAS";"CARRETERA RIO ZANCARA KM. SN";"ARENALES DE SAN GREGORIO";"Arenales de San Gregorio";"13";8963
"SAN BERNABE";"CALLE JOSE CUBERO YIYO, 0";"ARENAS DE SAN JUAN";"Arenas de San Juan";"13";12093
"MANCHA CENTRO";"CARRETERA NACIONAL 310 KM. 81";"ARGAMASILLA DE ALBA";"Argamasilla de Alba";"13";14695
"COOP NTRA SRA PEÑARROYA";"CARRETERA VILLARTA DE SAN JUAN KM. 0";"ARGAMASILLA DE ALBA";"Argamasilla de Alba";"13";11507
"COOPERATIVA NTRA.SRA. DEL SOCORRO";"CARRETERA ALDEA DEL REY, S,N KM. 0";"ARGAMASILLA DE CALATRAVA";"Argamasilla de Calatrava";"13";8931
"COOVIMAG";"CARDENAL CISNEROS, S/N";"BOLAÑOS DE CALATRAVA";"Bolaños de Calatrava";"13";10500
"Q8";"CALLE CTRA. C-417, PK. KM 17,, 17";"BOLAÑOS DE CALATRAVA";"Bolaños de Calatrava";"13";10674
"GALP LA JUNQUERA";"CARRETERA NACIONAL 420 KM. 143,700";"BRAZATORTAS";"Brazatortas";"13";4837
"VARIOS";"SAN ANTON 34";"CALZADA DE CALATRAVA";"Calzada de Calatrava";"13";9869
"P G E HIJOS";"CARRETERA C-410 km 31.092";"CALZADA DE CALATRAVA";"Calzada de Calatrava";"13";9242
"TRAVESA";"CALLE MOTA, 2";"CAMPO DE CRIPTANA";"Campo de Criptana";"13";13461
"BODEGAS SIMBOLO, SDAD. COOP. DE C-LM NTRA. SRA. DE CRIPTANA";"CONCEPCION, 135 (CTRA. N-420)";"CAMPO DE CRIPTANA";"Campo de Criptana";"13";8904
"MONTES NORTE ENERGETICOS, S.L.";"CARRETERA CARRION A FERNANCABALLERO km 0.5";"CARRION DE CALATRAVA";"Carrión de Calatrava";"13";9515
"COOP. DE CASTELLAR DE SANTIAGO DE 2º GRADO DE C-LM";"CARRETERA ALMURADIEL KM.";"CASTELLAR DE SANTIAGO";"Castellar de Santiago";"13";12230
"E.LECLERC";"CARRETERA DE PORZUNA KM.";"CIUDAD REAL";"Ciudad Real";"13";4380
"REPSOL";"PG P.I. LARACHE,PARC.93, S.N.";"CIUDAD REAL";"Ciudad Real";"13";5302
"CR OIL";"CARRETERA CARRION KM. 309";"CIUDAD REAL";"Ciudad Real";"13";14651
"URBAN OIL";"CALLE VILLARUBIA DE LOS OJOS, 18";"CIUDAD REAL";"Ciudad Real";"13";14619
".ES CARBURANTES";"CALLE ALFRED NOBEL, 1";"CIUDAD REAL";"Ciudad Real";"13";14659
"NATURGY ES CIUDAD REAL";"CALLE VILLARRUBIA DE LOS OJOS, 11";"CIUDAD REAL";"Ciudad Real";"13";14650
"EE SS PUENTE DEL AVE";"CALLE EINSTEIN, 39";"CIUDAD REAL";"Ciudad Real";"13";14482
"COOPERATIVA COZAR DE LA SIERRA";"CALLE MAESTRO LARA 75, 75";"COZAR";"Cózar";"13";9373
"WETROAD";"CARRETERA N-420 KM KM. 231";"DAIMIEL";"Daimiel";"13";5178
"GRUPO LOGISTICO CODAITRANS";"CALLE BODEGUEROS, PARCELA, 48";"DAIMIEL";"Daimiel";"13";12296
"GRUPO TRANSLOGISTICA";"CALLE CARRETEROS, 1";"DAIMIEL";"Daimiel";"13";13220
"COOP. LOS POZOS";"CALLE HERREROS, 1";"DAIMIEL";"Daimiel";"13";13789
"GASOLEO";"AVENIDA PROVINCIA, 83";"FUENTE EL FRESNO";"Fuente el Fresno";"13";12617
"SOCIEDAD COOPERATIVA AGRARIA EL SANTO CRISTO S. COOP. DE C-LM";"CALLE ALMAGRO, 3";"GRANATULA DE CALATRAVA";"Granátula de Calatrava";"13";12709
"VITIVINICOLA SAN JOSE";"POLIGONO CALLE C P-1 B-1, S/N";"HERENCIA";"Herencia";"13";9646
"DELFINCARFUEL";"AVENIDA ALCAZAR DE SAN JUAN, SN";"HERENCIA";"Herencia";"13";14880
"OLEOVINICOLA LABOREÑA SDAD COOP DE C-LM";"DON VICENTE PLAZA";"LABORES (LAS)";"Labores (Las)";"13";9359
"MONTES NORTE ENERGETICOS, S.L.";"AVENIDA FUNDADORES COOPERATIVA, 69";"MALAGON";"Malagón";"13";9086
"CARBURANTES SEAL";"CALLE MADRID, 18";"MALAGON";"Malagón";"13";12076
"REPSOL";"CARRETERA CRTA.CR-141 KM 3,70 KM. 3,70";"MANZANARES";"Manzanares";"13";10992
"JESÚS DEL PERDÓN BODEGAS YUNTERO S. COOP. DE C-LM";"CALLE INDUSTRIAL D, 3";"MANZANARES";"Manzanares";"13";12704
"REPSOL";"AUTOVIA A-4 KM. 167";"MANZANARES";"Manzanares";"13";4860
"CEPSA";"AUTOVIA CARRETERA GENERAL DE ANDALUCIA KM. 178,800";"MEMBRILLA";"Membrilla";"13";4847
"RODEROIL";"CARRETERA N 430 KM. 366,1";"MEMBRILLA";"Membrilla";"13";14282
"GALAN DE MEMBRILLA";"CARRETERA DE LA SOLANA 34";"MEMBRILLA";"Membrilla";"13";11339
"GALÁN DE MEMBRILLA";"CARRETERA LA SOLANA, 23 KM.";"MEMBRILLA";"Membrilla";"13";10672
"GRUPO CACHO";"CARRETERA NACIONAL 430 KM. 371,100";"MEMBRILLA";"Membrilla";"13";9579
"MAXOIL";"CARRETERA VALDEPEÑAS KM. 12";"MIGUELTURRA";"Miguelturra";"13";13649
"CASTILLO DE MONTIEL";"CARRERA VILLANUEVA DE LOS INFANTES, S/N";"MONTIEL";"Montiel";"13";12514
"SUMNISTROS AGRICOLAS DE PEDRO MUÑOZ S. COOP. DE C-LM";"CARRETERA PEDRO MUÑOZ A SOCUELLAMOS KM. 1";"PEDRO MUÑOZ";"Pedro Muñoz";"13";11483
"GP ENERGIA";"CARRETERA 7211 KM. 0,200";"PIEDRABUENA";"Piedrabuena";"13";12546
"MONTES NORTE ENERGETICOS, S.L.";"POLIGONO LA PAJARILLA, 35";"PIEDRABUENA";"Piedrabuena";"13";14995
"COOPERATIVA SAN PANTALEON";"CAMINO DE LA COOPERATIVA S/N";"PORZUNA";"Porzuna";"13";9913
"MONTES NORTE ENERGETICOS, S.L.";"CALLE CUATRO ESQUINAS ESQUINA LUIS SEVILLA, S/N";"PUEBLA DE DON RODRIGO";"Puebla de Don Rodrigo";"13";12706
"GALP";"AUTOVIA N-IV KM. 140,5";"PUERTO LAPICE";"Puerto Lápice";"13";4432
"FAMILY ENERGY";"AVENIDA ANDALUCIA, S/N";"PUERTOLLANO";"Puertollano";"13";13589
"PETROPRIX";"CALLE CAÑADA REAL, S/N";"PUERTOLLANO";"Puertollano";"13";14699
"REPSOL";"CARRETERA N420 KM. 160,500";"PUERTOLLANO";"Puertollano";"13";5206
"CARBURANTES BLUE";"CARRETERA ALMODOVAR KM. 1,500";"PUERTOLLANO";"Puertollano";"13";13311
"REPSOL";"CARRETERA VARIANTE PUERTOLLANO-REPSOL KM. 11";"PUERTOLLANO";"Puertollano";"13";4441
"CARREFOUR";"CARRETERA NACIONAL 420 KM. 160";"PUERTOLLANO";"Puertollano";"13";12058
"EL ROBLEDO";"CRTA.DE HORCAJO, S/N";"ROBLEDO (EL)";"Robledo (El)";"13";8909
"REPSOL";"CARRETERA N 4 KM. 216,9";"SANTA CRUZ DE MUDELA";"Santa Cruz de Mudela";"13";5301
"CEPSA";"AUTOVIA ANDALUCIA KM. 222,5";"SANTA CRUZ DE MUDELA";"Santa Cruz de Mudela";"13";4817
"CH2M";"CALLE PEDRO VARELA, S/N";"SANTA CRUZ DE MUDELA";"Santa Cruz de Mudela";"13";14357
"VALCARCE";"AUTOVIA A-4 KM. 217,350";"SANTA CRUZ DE MUDELA";"Santa Cruz de Mudela";"13";11123
"OLIVARERA DE SOCUELLAMOS, S.COOP. DE C-LM";"POLIGONO EL LLANO, CALLE A, PARCELA, 134";"SOCUELLAMOS";"Socuéllamos";"13";11657
"PLENOIL";"CALLE COOPERATIVA, 9";"SOLANA (LA)";"Solana (La)";"13";13823
"GALANES OIL";"POLIGONO MAQUINA DE VAPOR, 1";"SOLANA (LA)";"Solana (La)";"13";13119
"SERTYMAN";"VEREDA SOCUELLAMOS, S/N";"TOMELLOSO";"Tomelloso";"13";9181
"EASY FUEL";"CALLE CAMPO, 146";"TOMELLOSO";"Tomelloso";"13";13665
"AVIA";"AVENIDA JUAN CARLOS I, 1";"TOMELLOSO";"Tomelloso";"13";13197
"PLENOIL";"AVENIDA JUAN CARLOS I, 12";"TOMELLOSO";"Tomelloso";"13";14672
"ENERGIAS AF";"CALLE DEHESA DEL CAMPO, 5";"TORRALBA DE CALATRAVA";"Torralba de Calatrava";"13";12461
"CENTRO DE LA VEGA";"CARRETERA CASTELLAR KM. S/N";"TORRE DE JUAN ABAD";"Torre de Juan Abad";"13";8936
"NO TIENE";"CARRETERA DE SANTA CRUZ, Nº 16";"TORRENUEVA";"Torrenueva";"13";9050
"SHELL";"AUTOVIA  A-4 km 191,536";"VALDEPEÑAS";"Valdepeñas";"13";9611
"ESAP LA PARÁ ROCIERA";"CARRETERA N - IV KM. 210";"VALDEPEÑAS";"Valdepeñas";"13";12909
"HAFESA OIL";"AVENIDA DE LOS ESTUDIANTES, 70";"VALDEPEÑAS";"Valdepeñas";"13";13659
"GALP";"CTRA. N-IV, P.K. 210";"VALDEPEÑAS";"Valdepeñas";"13";4819
"REPSOL";"CL SEIS DE JUNIO, 247";"VALDEPEÑAS";"Valdepeñas";"13";5119
"CEPSA";"AUTOVIA A-4 KM. 193,6";"VALDEPEÑAS";"Valdepeñas";"13";4863
"FAST FUEL";"AUTOVIA A-4 KM. 198,7";"VALDEPEÑAS";"Valdepeñas";"13";5168
"ENTRECAMINOS";"CALLE SUIZA, 1";"VALDEPEÑAS";"Valdepeñas";"13";13424
