"c_p";"direccion";"horario";"latitud";"localidad";"longitud_wgs84";"margen";"municipio";"precio_biodiesel";"precio_bioetanol";"precio_gas_natural_comprimido";"precio_gas_natural_licuado";"precio_gases_licuados_del_petroleo";"precio_gasoleo_a";"precio_gasoleo_b";"precio_gasoleo_premium";"precio_gasolina_95_e10";"precio_gasolina_95_e5";"precio_gasolina_95_e5_premium";"precio_gasolina_98_e10";"precio_gasolina_98_e5";"precio_hidrogeno";"provincia";"remision";"rotulo";"tipo_venta";"percent_bio_etanol";"percent_ester_metilico";"ideess";"id_municipio";"id_provincia";"idccaa";"low_cost"
"02400";"CARRETERA TORREUCHEA KM. 1";"L-D: 24H";38.495972;"HELLIN";-1.636389;"D";"Hellín";NA;NA;NA;NA;0.929;1.398;0.969;1.498;NA;1.498;NA;NA;1.598;NA;"ALBACETE";"dm";"HELLIN GAS S.L.";"P";0;0;11181;88;"02";"07";TRUE
"02400";"MELCHOR  DE MACANAZ, 66";"L: 06:00-23:00";38.511222;"HELLIN";-1.696972;"N";"Hellín";NA;NA;NA;NA;NA;1.409;NA;1.459;NA;1.489;NA;NA;1.599;NA;"ALBACETE";"dm";"BP";"P";0;0;4423;88;"02";"07";FALSE
"02400";"CARRETERA JAEN KM. 47";"L-D: 08:00-21:00";38.502889;"HELLIN";-1.714556;"D";"Hellín";NA;NA;NA;NA;NA;1.419;NA;1.469;NA;1.499;NA;NA;1.609;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;4806;88;"02";"07";FALSE
"02400";"CARRETERA MURCIA KM. 33";"L-D: 06:00-23:00";38.506806;"HELLIN";-1.687833;"I";"Hellín";NA;NA;NA;NA;NA;1.419;NA;1.469;NA;1.509;NA;NA;1.619;NA;"ALBACETE";"OM";"PETRONOR";"P";0;0;4831;88;"02";"07";TRUE
"02400";"CARRETERA N-301 KM. 316";"L-D: 06:00-23:00";38.524444;"HELLIN";-1.703056;"I";"Hellín";NA;NA;NA;NA;NA;1.419;NA;1.469;NA;1.509;NA;NA;1.619;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5135;88;"02";"07";FALSE
"02400";"CARRETERA A-30 KM. 328,2";"L-D: 06:00-22:00";38.417306;"HELLIN";-1.571667;"I";"Hellín";NA;NA;NA;NA;NA;1.395;NA;1.495;NA;1.498;1.558;NA;NA;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;5312;88;"02";"07";FALSE
"02400";"CARRETERA N 301-A KM. S/N";"L-D: 24H";38.502528;"HELLIN";-1.677694;"D";"Hellín";NA;NA;NA;NA;NA;1.299;NA;NA;NA;1.429;NA;NA;NA;NA;"ALBACETE";"dm";"MULTSER-OIL";"P";0;0;14148;88;"02";"07";TRUE
"02400";"AVENIDA LIBERTAD, 111";"L-D: 24H";38.517306;"HELLIN";-1.700417;"D";"Hellín";NA;NA;NA;NA;NA;1.287;NA;NA;NA;1.407;NA;NA;NA;NA;"ALBACETE";"dm";"PLENOIL";"P";0;0;14611;88;"02";"07";TRUE
"02400";"CARRETERA CM 412 KM. 273";"L-D: 06:30-22:00";38.532389;"HELLIN";-1.694889;"D";"Hellín";NA;NA;NA;NA;NA;1.298;NA;NA;NA;1.428;NA;NA;NA;NA;"ALBACETE";"dm";"PETROGAS";"P";0;0;13229;88;"02";"07";TRUE
"02400";"POLIGONO SAN RAFAEL 3ª FASE, SN";"L-D: 24H";38.545111;"HELLIN";-1.705389;"N";"Hellín";NA;NA;NA;NA;NA;1.444;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"OM";"IDS";"P";0;0;11142;88;"02";"07";TRUE
"02420";"CARRETERA DE HELLIN KM. 104";"L-D: 06:00-23:00";38.491861;"ISSO";-1.741111;"D";"Hellín";NA;NA;NA;NA;NA;1.409;1.011;1.459;NA;1.499;NA;NA;1.609;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5163;88;"02";"07";FALSE
"02694";"BALTASAR GONZALEZ SAEZ, 34 - 36";"L-D: 24H";38.960944;"HIGUERUELA";-1.444083;"D";"Higueruela";NA;NA;NA;NA;NA;1.379;0.789;NA;NA;1.499;NA;NA;NA;NA;"ALBACETE";"dm";"NO";"R";0;0;8895;90;"02";"07";TRUE
"02696";"AUTOVIA A-31 KM. 103,150";"L-D: 07:00-23:00";38.921833;"HOYA-GONZALO";-1.583389;"D";"Hoya-Gonzalo";NA;NA;NA;NA;NA;1.419;NA;1.479;NA;1.519;NA;NA;1.619;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;4852;91;"02";"07";FALSE
"02434";"CARRETERA A 45 KM. 39,8";"L-D: 07:30-21:00";38.356556;"LETUR";-2.111056;"D";"Letur";NA;NA;NA;NA;NA;1.367;0.937;NA;NA;1.455;NA;NA;1.587;NA;"ALBACETE";"dm";"E.S. SIERRA DEL SEGURA";"P";0;0;4393;93;"02";"07";TRUE
"02160";"PASEO LIBERTAD, 62";"L-D: 7:00-20:30";38.948472;"LEZUZA";-2.354861;"D";"Lezuza";NA;NA;NA;NA;NA;1.389;NA;NA;NA;1.479;NA;NA;NA;NA;"ALBACETE";"dm";"E.S. VIRGEN DE LA CRUZ";"P";0;0;4371;94;"02";"07";TRUE
"02230";"AVENIDA DE LEVANTE 27";"L-D: 24H";39.232528;"MADRIGUERAS";-1.794139;"D";"Madrigueras";NA;NA;NA;NA;NA;1.3;0.826;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"SAT VIDEMA";"R";0;0;9252;96;"02";"07";TRUE
"02230";"AVENIDA LEVANTE, 15";"L-D: 06:00-22:00";39.233056;"MADRIGUERAS";-1.799472;"I";"Madrigueras";NA;NA;NA;NA;NA;1.419;0.944;1.509;NA;1.479;NA;NA;1.589;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5232;96;"02";"07";FALSE
"02230";"CARRETERA C-3222 KM. 9";"L-S: 07:00-15:00";39.226611;"MADRIGUERAS";-1.800611;"D";"Madrigueras";NA;NA;NA;NA;NA;1.339;NA;NA;NA;1.449;NA;NA;NA;NA;"ALBACETE";"dm";"E.S. MADRIGUERAS";"P";0;0;10983;96;"02";"07";TRUE
"02240";"CAMINO HORTIGOSA, S/N";"L-D: 24H";39.209972;"MAHORA";-1.729333;"N";"Mahora";NA;NA;NA;NA;NA;1.27;0.82;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"SECADEMA";"R";0;0;9250;97;"02";"07";TRUE
"02620";"CARRETERA MADRID-CARTAGENA KM. S/N";"L-D: 24H";39.273583;"MINAYA";-2.325056;"D";"Minaya";NA;NA;NA;NA;NA;1.26;0.83;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"COOPERATIVA VITIVINICOLA SANTIAGO EL MAYOR";"R";0;0;9219;99;"02";"07";TRUE
"02620";"CARRERA N-301, 195,2";"L-D: 06:00-23:00";39.276056;"MINAYA";-2.330333;"D";"Minaya";NA;NA;NA;NA;NA;1.379;0.949;1.449;NA;1.499;NA;NA;1.619;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;5277;99;"02";"07";FALSE
"02650";"CALLE CAPATAZ SANTIAGO, 91";"L-D: 06:30-23:00";38.789694;"MONTEALEGRE DEL CASTILLO";-1.32875;"D";"Montealegre del Castillo";NA;NA;NA;NA;NA;1.2;0.77;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"BODEGAS SANTIAGO APOSTOL";"R";0;0;10526;102;"02";"07";TRUE
"02650";"CALLE CAPATAZ SANTIAGO, 23";"L-D: 07:00-21:00";38.785917;"MONTEALEGRE DEL CASTILLO";-1.33025;"I";"Montealegre del Castillo";NA;NA;NA;NA;NA;1.399;NA;NA;NA;1.499;NA;NA;NA;NA;"ALBACETE";"dm";"LOS CORRALES";"P";0;0;5202;102;"02";"07";TRUE
"02612";"CALLE COOPERATIVAS, 4";"L-D: 24H";39.046139;"MUNERA";-2.480694;"N";"Munera";NA;NA;NA;NA;NA;1.259;0.81;NA;NA;1.359;NA;NA;NA;NA;"ALBACETE";"dm";"OLEOVINICOLA CAMPOS DE MUNERA S. COOP. DE C-LM";"R";0;0;12231;104;"02";"07";TRUE
"02612";"CALLE POZO (EL), 106";"L-D: 06:30-22:30";39.043806;"MUNERA";-2.485028;"D";"Munera";NA;NA;NA;NA;NA;1.309;NA;1.359;NA;1.439;NA;NA;NA;NA;"ALBACETE";"dm";"INPEALSA";"P";0;0;5213;104;"02";"07";TRUE
"02530";"CR AB-702, 45,6";"L-D: 07:00-21:00";38.151167;"NERPIO";-2.293444;"D";"Nerpio";NA;NA;NA;NA;NA;1.389;1.035;NA;NA;1.469;NA;NA;1.579;NA;"ALBACETE";"OM";"CAMPSA";"P";0;0;5265;106;"02";"07";FALSE
"02652";"CRTA.CM km KM297,5";"L-D: 07:00-21:00";38.622944;"ONTUR";-1.497667;"I";"Ontur";NA;NA;NA;NA;NA;1.369;1.001;1.419;NA;1.469;1.509;NA;NA;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;10619;107;"02";"07";FALSE
"02652";"CAMINO DE HELLIN S/N";"L-D: 24H";38.609556;"ONTUR";-1.508333;"D";"Ontur";NA;NA;NA;NA;NA;1.24;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"ONTALBA S. COOP DE C-LM";"P";0;0;11340;107;"02";"07";TRUE
"02611";"CARRETERA N 430 KM. 429";"L-S: 08:00-20:00; D: 08:00-18:00";38.967167;"OSSA DE MONTIEL";-2.7515;"I";"Ossa de Montiel";NA;NA;NA;NA;NA;1.379;NA;1.429;NA;1.469;1.499;NA;NA;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5270;108;"02";"07";FALSE
"02120";"AVENIDA GUARDIA CIVIL, S/N";"L-D: 24H";38.724028;"PEÑAS DE SAN PEDRO";-1.990278;"D";"Peñas de San Pedro";NA;NA;NA;NA;NA;1.349;NA;NA;NA;1.479;NA;NA;NA;NA;"ALBACETE";"dm";"VALERO 24H ENERGIA";"P";0;0;14417;110;"02";"07";TRUE
"02692";"CARRETERA FUENTEALAMO KM. 36";"L-D: 24H";38.828806;"PETROLA";-1.553694;"I";"Pétrola";NA;NA;NA;NA;NA;1.349;NA;NA;NA;1.459;NA;NA;NA;NA;"ALBACETE";"dm";"GASOLEOS TURBULA";"P";0;0;4791;112;"02";"07";TRUE
"02099";"CALLE ANTONIO MACHADO, 2";"L-V: 07:00-14:00; S: 09:00-14:00";38.805278;"POZO CAÑADA";-1.736389;"D";"Pozo Cañada";NA;NA;NA;NA;NA;1.379;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"E.S. LEDAÑA";"P";0;0;11977;114;"02";"07";TRUE
"02141";"CR CM-313 61,7";"L-D: 07:00-21:00";38.717556;"POZOHONDO";-1.91075;"I";"Pozohondo";NA;NA;NA;NA;NA;1.439;1.039;NA;NA;1.559;NA;NA;NA;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;5238;115;"02";"07";FALSE
"02154";"POLIGONO PARAJE RECIAL, 2";"L-D: 24H";39.081278;"POZO-LORENTE";-1.512611;"I";"Pozo-Lorente";NA;NA;NA;NA;NA;1.279;0.819;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"SAT SANTA CRUZ DE POZO LORENTE";"P";0;0;12334;116;"02";"07";TRUE
"02327";"CARRETERA M 313 KM. 50";"L-D: 07:00-22:00";38.804722;"POZUELO";-2.098778;"I";"Pozuelo";NA;NA;NA;NA;NA;1.369;0.959;NA;NA;1.479;NA;NA;1.589;NA;"ALBACETE";"dm";"INLOCOR S.L.";"P";0;0;4410;117;"02";"07";TRUE
"02450";"CARRETERA CM-412 KM. 199,5";"L-D: 08:00-20:00";38.493528;"RIOPAR";-2.411444;"I";"Riópar";NA;NA;NA;NA;NA;1.419;NA;1.489;NA;1.499;1.569;NA;NA;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;4793;119;"02";"07";FALSE
"02340";"CARRETERA NACIONAL 320 KM. 289";"L-V: 07:00-21:00; S: 07:00-14:30; D: 07:00-21:00";38.771194;"ROBLEDO";-2.450028;"D";"Robledo";NA;NA;NA;NA;NA;1.333;NA;NA;NA;1.444;NA;NA;NA;NA;"ALBACETE";"dm";"CANOIL";"P";0;0;4370;120;"02";"07";TRUE
"02630";"CR NACIONAL 301 km 210,300";"L-D: 24H";39.213653;"RODA (LA)";-2.17619;"N";"Roda (La)";NA;NA;NA;NA;NA;1.16;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"RODATRANS";"R";0;0;9414;121;"02";"07";TRUE
"02630";"POLIGONO AVENIDA PRIMERA, 17";"L-D: 24H";39.19125;"RODA (LA)";-2.143056;"D";"Roda (La)";NA;NA;2.23;2.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"HAM";"P";0;0;14811;121;"02";"07";TRUE
"02630";"ALFREDO ATIENZA, 149-151";"L-D: 24H";39.201139;"RODA (LA)";-2.14775;"D";"Roda (La)";NA;NA;NA;NA;NA;1.229;0.805;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"LA REMEDIADORA";"R";0;0;8958;121;"02";"07";TRUE
"02630";"CARRETERA AB101 KM. 0,2";"L-D: 24H";39.218389;"RODA (LA)";-2.158028;"N";"Roda (La)";NA;NA;NA;NA;NA;1.279;NA;NA;NA;1.409;NA;NA;NA;NA;"ALBACETE";"dm";"GASPLAY";"P";0;0;13480;121;"02";"07";TRUE
"02630";"CR NACIONAL 301, KM 209,5";"L-D: 06:00-22:00";39.212361;"RODA (LA)";-2.171028;"N";"Roda (La)";NA;NA;NA;NA;NA;1.419;NA;1.509;NA;1.509;NA;NA;NA;NA;"ALBACETE";"dm";"BP CASA JUANITO RESTAURANTE";"P";0;0;4891;121;"02";"07";TRUE
"02630";"AUTOVIA A-31 KM. 34,50";"L-D: 07:00-23:00";39.225;"RODA (LA)";-2.186083;"I";"Roda (La)";NA;NA;NA;NA;NA;1.409;NA;1.499;NA;1.499;NA;NA;1.629;NA;"ALBACETE";"dm";"GALP";"P";0;0;5316;121;"02";"07";FALSE
"02630";"CARRETERA A-31 KM. 50";"L-D: 07:00-23:00";39.143972;"RODA (LA)";-2.05125;"D";"Roda (La)";NA;NA;NA;NA;NA;1.409;NA;1.499;NA;1.499;NA;NA;1.629;NA;"ALBACETE";"dm";"GALP";"P";0;0;5317;121;"02";"07";FALSE
"02630";"AUTOVIA A-31 KM. 40";"L-D: 06:00-22:00";39.200944;"RODA (LA)";-2.144639;"D";"Roda (La)";NA;NA;NA;NA;NA;1.419;NA;1.489;NA;1.499;NA;NA;1.619;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;11427;121;"02";"07";FALSE
"02630";"CARRETERA CM-3114 KM. 0,1";"L-V: 06:00-10:00; S: 06:00-14:00";39.213722;"RODA (LA)";-2.156667;"I";"Roda (La)";NA;NA;NA;NA;NA;1.409;NA;1.459;NA;1.479;NA;NA;1.599;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5162;121;"02";"07";FALSE
"02630";"CALLE ALFREDO ATIENZA, 156";"L: 06:00-23:00";39.201667;"RODA (LA)";-2.149;"D";"Roda (La)";NA;NA;NA;NA;NA;1.419;NA;1.499;NA;1.489;NA;NA;1.609;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;4894;121;"02";"07";FALSE
"02630";"MARTIRES 209";"L-V: 07:00-20:00; S: 09:00-14:00";39.212861;"RODA (LA)";-2.171778;"D";"Roda (La)";NA;NA;NA;NA;NA;1.309;NA;1.375;NA;1.419;NA;NA;1.551;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;11279;121;"02";"07";FALSE
"02435";"AVENIDA DE LA PAZ, 3";"L-S: 06:00-22:00; D: 06:30-22:00";38.331361;"SOCOVOS";-1.981861;"D";"Socovos";NA;NA;NA;NA;NA;1.399;0.989;NA;NA;1.489;NA;NA;1.599;NA;"ALBACETE";"dm";"NAVARRO Y VALERO, S.L";"P";0;0;4392;124;"02";"07";TRUE
"02100";"CARRETERA VILLAGARCIA KM. 0,1";"L-D: 24H";39.270556;"TARAZONA DE LA MANCHA";-1.908778;"I";"Tarazona de la Mancha";NA;NA;NA;NA;NA;1.22;0.75;NA;NA;1.3;NA;NA;NA;NA;"ALBACETE";"dm";"COOP. LA UNION AB";"R";0;0;11402;125;"02";"07";TRUE
"02100";"AVENIDA ALBACETE, 35";"L-D: 24H";39.256194;"TARAZONA DE LA MANCHA";-1.912194;"D";"Tarazona de la Mancha";NA;NA;NA;NA;NA;1.244;NA;NA;NA;1.372;NA;NA;NA;NA;"ALBACETE";"dm";"LA GAVIOTA GASOLINERAS";"P";0;0;12953;125;"02";"07";TRUE
"02100";"CL AVENIDA DE LA RODA, 1";"L-D: 07:00-23:00";39.25975;"TARAZONA DE LA MANCHA";-1.911389;"I";"Tarazona de la Mancha";NA;NA;NA;NA;NA;1.409;NA;1.479;NA;1.469;1.509;NA;NA;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5284;125;"02";"07";FALSE
"02500";"AVENIDA GUARDIA CIVIL, 233";"L-D: 24H";38.602278;"TOBARRA";-1.680917;"D";"Tobarra";NA;NA;NA;NA;NA;1.419;1.029;1.479;NA;1.519;NA;NA;1.639;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;5219;126;"02";"07";FALSE
"02500";"CAMINO CAMINO DEL GUIJARRAL, 0";"L-D: 06:00-22:00";38.603306;"TOBARRA";-1.694083;"I";"Tobarra";NA;NA;NA;NA;NA;1.25;0.9;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"SAN ROQUE DE TOBARRA S. COOP. DE C-LM";"P";0;0;12786;126;"02";"07";TRUE
"02500";"AVENIDA GUARDIA CIVIL, 114";"L-D: 07:00-22:00";38.594639;"TOBARRA";-1.685417;"D";"Tobarra";NA;NA;NA;NA;NA;1.359;NA;1.409;NA;1.499;1.609;NA;NA;NA;"ALBACETE";"dm";"E.S. TOBARRA";"P";0;0;11399;126;"02";"07";TRUE
"02500";"AVENIDA GUARDIA CIVIL, 162";"L-D: 06:00-23:00";38.601722;"TOBARRA";-1.680833;"D";"Tobarra";NA;NA;NA;NA;NA;1.279;NA;NA;NA;1.399;NA;NA;NA;NA;"ALBACETE";"dm";"NTRA. SRA. DE LA ENCARNACION";"P";0;0;13778;126;"02";"07";TRUE
"02150";"SANTA CRUZ 16";"L-D: 24H";39.137222;"VALDEGANGA";-1.680944;"D";"Valdeganga";NA;NA;NA;NA;NA;1.291;0.816;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"NO HAY";"R";0;0;8900;127;"02";"07";TRUE
"02636";"CALLE DEL VINO, 10";"L-D: 24H";39.2935;"VILLALGORDO DEL JUCAR";-2.059556;"N";"Villalgordo del Júcar";NA;NA;NA;NA;NA;NA;0.832;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"SAN ISIDRO";"R";0;0;12702;130;"02";"07";TRUE
"02636";"CARRETERA CM-3114 KM. 12,7";"L-S: 08:00-20:00";39.302389;"VILLALGORDO DEL JUCAR";-2.067639;"I";"Villalgordo del Júcar";NA;NA;NA;NA;NA;1.349;NA;NA;NA;1.459;NA;NA;NA;NA;"ALBACETE";"dm";"E.S EL GORRION";"P";0;0;4895;130;"02";"07";TRUE
"02270";"CALLE VALENCIA, 41";"L-D: 24H";39.367333;"VILLAMALEA";-1.59325;"I";"Villamalea";NA;NA;NA;NA;NA;1.23;0.815;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"NO TIENE";"R";0;0;10053;131;"02";"07";TRUE
"02270";"CARRETERA CM-3201 KM. 22,70";"L-S: 07:00-21:00; D: 07:00-14:00";39.366861;"VILLAMALEA";-1.592778;"D";"Villamalea";NA;NA;NA;NA;NA;1.419;0.94;1.479;NA;1.499;NA;NA;1.609;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5258;131;"02";"07";FALSE
"02350";"CR N-322, 258,8";"L-D: 07:00-21:00";38.581722;"VILLAPALACIOS";-2.626222;"D";"Villapalacios";NA;NA;NA;NA;NA;1.379;0.979;1.489;NA;1.539;NA;NA;1.569;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;4893;132;"02";"07";FALSE
"02600";"CALLE DOS DE MAYO, 167";"L-D: 06:00-00:00";39.278222;"VILLARROBLEDO";-2.602028;"I";"Villarrobledo";NA;NA;NA;NA;NA;1.359;0.949;1.459;NA;1.469;1.499;NA;NA;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;5305;133;"02";"07";FALSE
"02600";"CARRETERA DE LAS MESAS KM. 005";"L-V: 06:00-22:00; S-D: 07:00-22:30";39.27225;"VILLARROBLEDO";-2.617083;"N";"Villarrobledo";NA;NA;NA;NA;NA;1.359;0.955;1.449;NA;1.469;NA;NA;1.589;NA;"ALBACETE";"dm";"ESTACIÓN DE SERVICIO LOS VIÑEDOS";"P";0;0;4368;133;"02";"07";TRUE
"02600";"AUTOVIA A-43 KM. 129";"L-D: 24H";39.258778;"VILLARROBLEDO";-2.586778;"D";"Villarrobledo";NA;NA;NA;NA;NA;1.395;NA;1.459;NA;1.489;NA;NA;1.621;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;11797;133;"02";"07";FALSE
"02600";"AVENIDA REYES CATÓLICOS (APARCAMIENTO DEL CARREFOUR), S/N";"L-S: 08:00-22:00";39.285722;"VILLARROBLEDO";-2.579639;"N";"Villarrobledo";NA;NA;NA;NA;NA;1.379;NA;1.409;NA;1.479;NA;NA;1.629;NA;"ALBACETE";"dm";"CARREFOUR";"P";0;0;4442;133;"02";"07";TRUE
"02600";"AVENIDA REYES CATOLICOS, 133";"L-D: 06:00-23:00";39.277056;"VILLARROBLEDO";-2.591722;"D";"Villarrobledo";NA;NA;NA;NA;NA;1.379;NA;1.469;NA;1.479;NA;NA;1.621;NA;"ALBACETE";"dm";"BP VILLARROBLEDO";"P";0;0;11976;133;"02";"07";TRUE
"02600";"CARRETERA NACIONAL 310 KM. 137,7";"L-S: 07:00-22:00";39.293722;"VILLARROBLEDO";-2.567139;"I";"Villarrobledo";NA;NA;NA;NA;NA;1.399;NA;1.449;NA;1.469;NA;NA;1.579;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5167;133;"02";"07";FALSE
"02600";"CARRETERA OSSA DE MONTIEL KM. 21";"L-S: 06:00-22:00; D: 06:00-15:00";39.257528;"VILLARROBLEDO";-2.613778;"I";"Villarrobledo";NA;NA;NA;NA;NA;1.389;0.986;1.439;NA;1.469;NA;NA;1.579;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5123;133;"02";"07";FALSE
"02600";"AVENIDA REYES CATOLICOS, 26";"L-V: 07:00-21:00; S: 08:00-15:00";39.261472;"VILLARROBLEDO";-2.599417;"D";"Villarrobledo";NA;NA;NA;NA;NA;1.389;NA;1.455;NA;1.493;NA;NA;NA;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;4785;133;"02";"07";FALSE
"02600";"CARRETERA N-310 KM. 120,5";"L-V: 08:00-20:00";39.198;"VILLARROBLEDO";-2.713722;"D";"Villarrobledo";NA;NA;NA;NA;NA;1.395;1.039;1.461;NA;1.498;NA;NA;1.63;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;5184;133;"02";"07";FALSE
"02600";"AUTOVIA A-43 KM. 390";"L-D: 06:00-23:59";39.205194;"VILLARROBLEDO";-2.708528;"I";"Villarrobledo";NA;NA;NA;NA;NA;1.395;NA;1.461;NA;1.498;NA;NA;1.63;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;12146;133;"02";"07";FALSE
"02600";"CALLE GENERAL MARTI, 2";"L-D: 24H";39.266417;"VILLARROBLEDO";-2.596944;"D";"Villarrobledo";NA;NA;NA;NA;NA;1.257;NA;NA;NA;1.357;NA;NA;NA;NA;"ALBACETE";"dm";"PLENOIL";"P";0;0;14804;133;"02";"07";TRUE
"02600";"AVENIDA REYES CATÓLICOS, 108";"L-D: 06:00-22:00";39.272056;"VILLARROBLEDO";-2.594111;"N";"Villarrobledo";NA;NA;NA;NA;NA;1.339;NA;1.379;NA;1.444;NA;NA;NA;NA;"ALBACETE";"OM";"GALP";"P";0;0;5327;133;"02";"07";FALSE
"02600";"CARRETERA MUNERA KM. 0,500";"L-D: 24H";39.250806;"VILLARROBLEDO";-2.601028;"I";"Villarrobledo";NA;NA;NA;NA;NA;1.213;0.776;NA;NA;1.354;NA;NA;NA;NA;"ALBACETE";"dm";"VINICOLA DE VILLARROBLEDO";"R";0;0;14539;133;"02";"07";TRUE
"02480";"CARRETERA DE HELLIN KM. 42";"L-D: 07:00-21:00";38.368667;"YESTE";-2.314667;"I";"Yeste";NA;NA;NA;NA;NA;1.399;NA;1.469;NA;1.499;NA;NA;NA;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;4796;138;"02";"07";FALSE
"03698";"CARRETERA SAN VICENTE - AGOST KM. 11";"L-D: 06:00-22:00";38.434417;"AGOST";-0.63725;"I";"Agost";NA;NA;NA;NA;NA;1.399;1.022;1.469;NA;1.519;NA;NA;NA;NA;"ALICANTE";"OM";"PETRONOR";"P";0;0;3683;140;"03";"10";TRUE
"03698";"AUTOPISTA AP 7 KM. 696";"L-D: 24H";38.408861;"AGOST";-0.599444;"I";"Agost";NA;NA;NA;NA;NA;1.439;NA;1.509;NA;1.554;NA;NA;1.694;NA;"ALICANTE";"OM";"GALP";"P";0;0;11305;140;"03";"10";FALSE
"03698";"AUTOPISTA AP 7 KM. 696";"L-D: 24H";38.406528;"AGOST";-0.599972;"D";"Agost";NA;NA;NA;NA;NA;1.439;NA;1.509;NA;1.559;NA;NA;1.699;NA;"ALICANTE";"OM";"GALP";"P";0;0;11306;140;"03";"10";FALSE
"03698";"CARRETERA AGOST-NOVELDA KM 2 KM. 2";"L-D: 06:00-22:00";38.429417;"AGOST";-0.66225;"I";"Agost";NA;NA;NA;NA;NA;1.389;1.023;1.439;NA;1.499;NA;NA;1.639;NA;"ALICANTE";"dm";"VALCARCE";"P";0;0;9478;140;"03";"10";TRUE
"03340";"CALLE POLIGONO INDUSTRIAL MOS DEL BOU, CALLE EL ESPARTO, 5";"L-D: 24H";38.168111;"ALBATERA";-0.889167;"D";"Albatera";NA;NA;NA;NA;NA;1.369;NA;1.439;NA;1.459;NA;NA;NA;NA;"ALICANTE";"dm";"SUVER GASOLEOS";"P";0;0;14191;143;"03";"10";TRUE
"03340";"CARRETERA N-340 KM. 702,1";"L-D: 06:00-22:00";38.199389;"ALBATERA";-0.848833;"D";"Albatera";NA;NA;NA;NA;NA;1.369;NA;1.439;NA;1.479;NA;NA;NA;NA;"ALICANTE";"dm";"FTH";"P";0;0;3565;143;"03";"10";TRUE
"03340";"CARRETERA CATRAL-ALBATERA KM. 4,2";"L-D: 24H";38.175028;"ALBATERA";-0.854056;"I";"Albatera";NA;NA;1.19;1.11;NA;1.429;1.075;1.509;NA;1.539;NA;NA;1.669;NA;"ALICANTE";"OM";"REPSOL";"P";0;0;3692;143;"03";"10";FALSE
"03340";"CARRETERA N-340 KM. 696,7";"L-D: 24H";38.165222;"ALBATERA";-0.89475;"D";"Albatera";NA;NA;NA;NA;NA;1.419;1.069;1.499;NA;1.539;NA;NA;1.659;NA;"ALICANTE";"dm";"REPSOL";"P";0;0;3588;143;"03";"10";FALSE
"03340";"N-340 km 696,7";"L-D: 24H";38.199417;"ALBATERA";-0.848722;"I";"Albatera";NA;NA;NA;NA;NA;1.419;NA;1.499;NA;1.539;NA;NA;1.659;NA;"ALICANTE";"dm";"REPSOL";"P";0;0;3589;143;"03";"10";FALSE
